# piRNA Counts Matrix - Teefy et al. - PIWI-piRNA pathway-mediated Transposable Element Repression in Hydra Somatic Stem Cells
#----------------------------------------------------------------------------
# 
# abbreviations: 	ID = Identity of Transcript
#					AS = Antisense-oriented mapping
#					S = Sense-orieented mapping
#					WT = Wild Type i.e. untreated Hydra
#					Colch = Colchicine Treated Hydra Samples
# 
# ID - transcript name, as assigned in Siebert et al., 2019
# WT_Hyli_AS - raw Hyli antisense-mapped piRNA counts from whole, untreated Hydra mapped to the Hydra transcriptome
# WT_Hyli_S - raw Hyli sense-mapped piRNA counts from whole, untreated Hydra mapped to the Hydra transcriptome
# WT_Hywi_AS - raw Hywi antisense-mapped piRNA counts from whole, untreated Hydra mapped to the Hydra transcriptome
# WT_Hywi_S - raw Hywi sense-mapped piRNA counts from whole, untreated Hydra mapped to the Hydra transcriptome
# Colch_Hyli_AS - raw Hyli antisense-mapped piRNA counts from epithelial, colchicine-treated Hydra mapped to the Hydra transcriptome
# Colch_Hyli_S - raw Hyli sense-mapped piRNA counts from epithelial, colchicine-treated Hydra mapped to the Hydra transcriptome
# Colch_Hywi_AS - raw Hywi antisense-mapped piRNA counts from epithelial, colchicine-treated Hydra mapped to the Hydra transcriptome
# Colch_Hywi_S - raw Hywi sense-mapped piRNA counts from epithelial, colchicine-treated Hydra mapped to the Hydra transcriptome
#
#----------------------------------------------------------------------------
#
ID	WT_Hyli_AS	WT_Hyli_S	WT_Hywi_AS	WT_Hywi_S	Colch_Hyli_AS	Colch_Hyli_S	Colch_Hywi_AS	Colch_Hywi_S
t10983aep	0	23	0	21	0	41	0	23
t27319aep	0	0	0	1	0	7	0	5
t10981aep	0	0	0	0	0	0	0	0
t10988aep	0	0	0	0	0	0	0	0
t11005aep	8.92	0	72.17	0	0	0	61.09	0
t11002aep	0	0	0	0	0	0	0	0
t27318aep	0	2	0	8	0	0	0	1
t10997aep	9.19	4	5	0	449.23	0	45	12.48
t2529aep	0	1	0	6	0	0	0	0
t10984aep	0	2	0	0	0	0	0	0
t10978aep	0	0	0	22	0	0	0	61
t10985aep	0	0	0	0	0	0	0	0
t11000aep	0	0	0	0	0	0	0	0
t10980aep	0	0	0	0	0	0	0	0
t11004aep	0	0	0	0	0	0	0	0
t24565aep	0	7	0	16	0	9	0	20
t27316aep	0	123.52	0	35.4	0	27	0	49
t10990aep	6.59	3145.29	27.95	8	0	364.94	46.08	0
t10977aep	0	1	0	2	0	0	0	0
t10979aep	0	0	0	0	0	0	0	0
t10989aep	0	0	0	0	0	0	0	0
t10999aep	0	22	0	14	0	51	0	9
t27323aep	0	2	0	3	0	14	0	0
t2505aep	0	1	0	0	0	0	0	0
t10993aep	0	0	0	0	0	0	0	0
t10995aep	0	0	0	0	0	0	0	0
t2528aep	0	0	0	0	0	0	0	0
t10982aep	0	0	0	0	0	0	0	0
t10996aep	0	21	0	0	0	0	0	6
t27313aep	859.83	10	1471.08	3	229.86	8	1386.32	0
t27312aep	0	9	0	28.93	0	13	0	39
t10987aep	0	0	0	0	0	0	0	0
t11003aep	0	0	0	0	0	12	0	0
t27320aep	0	0	0	3	0	3	0	0
t18738aep	0	0	0	0	0	0	0	0
t10320aep	0	24	0	17	0	0	0	10
t10317aep	0	233	0	1	0	4	2.07	0
t10318aep	0	2	4.76	0	0	0	0	0
t2531aep	0	0	0	23	0	0	0	15.99
t27127aep	0	0	0	0	0	0	0	0
t27129aep	355.25	214	0	115	0	85	0	295
t10335aep	0	0	0	0	0	0	0	0
t10323aep	11.12	13	167.6	0.99	0	0	102.01	0
t10338aep	0	0	0	0	0	0	0	0
t10339aep	0	0	0	0	0	0	0.95	0
t10326aep	0	0	0	0	0	0	0	0
t10332aep	120.41	3	395.74	0	342.87	0	3552.92	0
t27133aep	0	0	0	0	0	0	0	0
t10340aep	0	168	2.06	11	0	54	0	77
t27123aep	0	0	0	0	0	0	0	0
t10329aep	1	0	0	0	0	0	0	0
t10341aep	0	0	0	16	0	0	0	2
t10321aep	0	0	0	0	0	0	0	0
t24571aep	0	55	0	67	0	54	0.99	45
t27125aep	571.26	58	2685.87	22.99	719.28	11	3442.38	28.13
t27126aep	0	0	0	0	0	0	0	0
t27135aep	0	11	0	35	0	3	0	10
t10336aep	0	0	0	0	0	0	0	0
t24567aep	0	1	0	0	0	0	0	0
t10334aep	0	45	0	40	0	42	3.05	141.77
t27132aep	2.95	354	83.42	9	171.58	39	2526.85	0
t10333aep	0	0	0	0	0	0	0	0
t10337aep	0	0	0	0	0	0	0	0
t10330aep	0	0	0	0	0	0	0	0
t24573aep	0	0	0	0	0	0	0	0
t2536aep	0	51	0	12	0	120	0	76
t10331aep	0	15	0	6	0	0	0	3
t27122aep	25.02	4.7	281.18	1	0	4	386.69	3
t24569aep	0	0	0	0	0	0	0	0
t27131aep	0	0	0	0	0	0	0	0
t27128aep	2378.42	1568	242.2	96.17	346.18	61	120.61	5
t10315aep	0	0	0	1.99	0	0	0	0
t27119aep	146.46	1520.3	4435.74	10	15.09	83	534.48	1
t24575aep	0	0	0	0	0	0	0	0
t27120aep	80.1	22520.72	3986.13	67	35.95	2322	943.77	8.62
t27121aep	15.33	944.92	271.8	2	168.92	23	4989.04	1.37
t27130aep	0	25	0	5	0	0	0	4
t27118aep	0	13	0	2	0	0	0	2
t10328aep	0	0	0	0	0	0	0	0
t10322aep	0	0	0	0	0	0	0	0
t27124aep	97.05	1340.77	1046.98	67	102.99	2348.61	3257.21	8
t10325aep	0	0	0	3	0	0	0	0
t10327aep	0	0	0	0	0	0	0	0
t10324aep	0	0	0	0	0	0	0	0
t2510aep	0	1	0	0	0	12	0	13
t10319aep	18.59	0	0	3	13.65	0	6.69	0
t10314aep	0	0	0	0	0	0	0	0
t27117aep	0	23	0	0	0	3	0	3
t10316aep	0	40	0	20	0	12	0	9
t27134aep	0	40	0	40.82	11.02	42	0	53.97
t18748aep	0	30	0	11	0	9	0	7
t31105aep	44.61	141.39	1709.78	5.68	34.33	0	607.49	1
t31106aep	46.31	5519.5	902.57	15.32	33.75	407	275.5	0
t23609aep	0	0	1.94	0	0	0	0	0
t31096aep	0	88	0	35.02	0	137	0	138
t23593aep	0	0	0	0	0	0	0	0
t31097aep	0	0	0	0	0	0	0	0
t31098aep	0	0	0	0	0	0	0	0
t23606aep	0	0	0	0	0	0	0	0
t2508aep	0	0	0	1	0	0	0	0
t23586aep	0	0	0	0	0	0	0	0
t31100aep	30.89	20	221	17	0	0	0	0
t23603aep	0	10	0	82	0	3	0	82.92
t23585aep	0	0	0	0	0	0	0	0
t31107aep	0	6	0	112.3	0	61	0	334
t23608aep	0	0	0	0	0	0	0	0
t31094aep	0	15	1	1	0	14	2	2
t31108aep	0	7.57	0	50.75	0	7	0	6
t31109aep	0	0	0	0	0	0	0	0
t23591aep	0	19	0	70	0	59	0	84.96
t24563aep	12260.07	2956.42	121930.08	6046.42	1266.86	395.96	9574.22	521.82
t31095aep	0	1	0	0	0	0	0	2
t23587aep	0	0	0	0	0	0	0	0
t31104aep	0	6	0	36	0	17	0	14
t31103aep	0	0	0	0	0	0	0	0
t31101aep	0	3	0	2	0	2	0	6
t23588aep	0	0	0	0	0	0	0	0
t2513aep	0	0	0	0	0	0	0	0
t23600aep	0	23.1	0	41.04	0	33	0	18
t31093aep	0	1	0	19	20.9	0	235.15	7
t31102aep	0	0	0	0	0	0	0	0
t24562aep	0	121	0	73	0	56	0	102
t2498aep	0	16	0	94	0	13	0	223.99
t23604aep	5.98	0	0	0	30.07	0	0	5
t23594aep	0	0	0	0	0	0	0	0
t23584aep	0	0	0	0	0	0	0	0
t23598aep	0	0	0	3	0	0	0	0
t31099aep	0	0	0	0	0	0	0	0
t23601aep	0	0	0	0	0	0	0	0
t23589aep	5.27	14	22.17	0	0	8	14.11	7
t23592aep	0	0	0	0	0	0	0.95	0
t23605aep	0	0	0	0	0	0	0	0
t23597aep	0	0	0	0	0	0	0	0
t23607aep	0	0	0	0	0	0	1	0
t23596aep	0	4	0	4	0	0	0	1.99
t23599aep	0	0	0	0	0	0	0	0
t23590aep	0	0	0	0	0	0	0	0
t23602aep	0	6	1	2	0	0	0	0
t23595aep	0	0	0	0	0	0	0	0
t2511aep	0	0	0	0	0	0	0	0
t4624aep	0	5	0	3	0	5	0	5
t25457aep	1	38	2	63	0	17	1	365
t25458aep	0	22	0	113	0	34.99	0	368
t4626aep	0	0	0	0	0	0	0	1
t2497aep	0	148	0	84	0	71	0	175.98
t4635aep	0	0	0.27	0	0	0	0	0
t25456aep	0	10	0	35	0	43	0	144.83
t4628aep	0	0	0	0	0	0	0	0
t25465aep	0	3.66	7.41	1	2.9	0	88.71	0
t2503aep	0	0	0	0	0	0	0	0
t25466aep	0.98	22	0	163	0	0	0	10
t4639aep	0	0	0	0	0	0	0	0
t25459aep	0	5	0	10	0	6	0	0
t25463aep	0	0	0	2	0	0	0	5
t25471aep	0	0	0	0	0	17.57	0	0
t25464aep	303.95	593	1.38	17	143.48	137.97	15.72	69
t4627aep	0	0	0	0	0	0	0	0
t25467aep	183.92	658	2304.7	9	72.99	58	617.07	1.99
t4636aep	1.01	0	15.03	0	0	0	10.78	0
t24570aep	0	5	0	90	0	24	0	312.97
t2524aep	0	31	0	12	0	499	0	24
t4637aep	0	0	6	2	0	9	78.74	8
t4634aep	0	0	0	0	0	0	0	0
t4630aep	0	0	0	0	0	0	0	0
t4638aep	0	0	0	1	0	0	0	5
t25470aep	58.62	1414.34	1803.21	0	39.51	203	292.05	6
t4631aep	0	0	0	0	0	0	0	0
t4633aep	0	0	0	0	0	0	0	0
t4629aep	0	0	0	0	0	0	0	0
t25462aep	0	0	0	0	0	0	0	0
t25469aep	1	20	0	15	0	37	0	58
t4632aep	0	9	0	5	0	0	0	9
t25468aep	0	4	0	12	0	33	0	35
t4625aep	0	0	0	0	0	0	0	0
t25460aep	0	0	0	0	0	0	0	0
t25461aep	2	0	0	0	0	0	0	0
t2535aep	0	10.84	0	18	0	4	0	4
t18769aep	0	21	0	91	0	70	0	272
t29024aep	0	139.67	0	62.93	0	85.62	0	35
t17013aep	0	0	0	0	0	0	0	0
t29031aep	0	0	0	1	0	0	0	0
t17018aep	0	0	0	0	0	0	0	0
t17012aep	0	4	0.94	57	0	6	0	22
t29023aep	0	13	0	53	0	0	0	156.3
t17022aep	0	0	0	5	0	0	0	0
t29038aep	0	14	0	53	0	0	0	1
t29032aep	7.15	70	60.84	1	0	0	1	0
t29026aep	0	0	0	0	0	0	0	0
t29027aep	0	0	0	0	0	0	0	0
t17021aep	0	0.95	0	0.7	0	0	0	0
t29034aep	0	13	3.87	0	0	0	0	0
t2521aep	0	339	0	1177.14	0	502.99	0	4222.98
t17031aep	0	0	0	0	0	0	0	0
t17010aep	0	215	0	386	0	1384	0	187
t29021aep	0	0	0	6	0	0	0	14
t17011aep	0	0	0	1	0	13	0	0
t2502aep	0	4	0	3	0	30	0	0
t17024aep	79.21	290.52	188.23	40.48	11.74	90.61	46.61	35
t17014aep	0	0	1.97	0	0	0	0.44	0
t17030aep	0	0	0	0	0	0	0	0
t17009aep	0	0	0	0	0	0	0	0
t29028aep	0	40	0	88	0	77	0	118
t29033aep	0	1	0	4	0	0	0	1
t17028aep	0	118	0	26	0	0	0	5
t29039aep	0	21	0	30	0	26	0	32
t17023aep	0	0	0	0	0	0	0	0
t17025aep	0	0	0	0	0	0	0	0
t29035aep	0	6	0	4	0	7.48	0	3
t29022aep	0	30	0	55	0	13	1	1
t17016aep	0	2	6.46	0	0	0	0	0
t29030aep	0	0	0	0	0	0	0	0
t17019aep	0	0	0	0	0	0	0	0
t17027aep	0	0	0	6	0	2	0	5
t29036aep	0	20	0	2	0	57	0	0
t29029aep	0	303	0	34	0	18	1	28.01
t24568aep	0	0	0	0	0	0	0	0
t2520aep	0	130	0	26	0	40	0	51
t17017aep	0	3	0	0	0	5	0	0
t17026aep	0	3	0	0	0	0	0	0
t29020aep	0	1	0	17	0	0	0	0
t17008aep	0	2	0	2	0	0	0	0
t17015aep	0	36	0	59	0	43	0	345
t2537aep	0	8	0	1	0	0	0	0
t29037aep	163.99	122.04	2626.23	4	3	9	104.02	0
t29025aep	0	22	0	21	0	25	0	19
t17029aep	0	0	0	0	0	3	0	0
t17020aep	0	0	0	0	0	0	0	0
t2512aep	0	0	0	0	0	0	0	0
t18755aep	0	27	0	85	0	33	0	142
t30875aep	0	19	0	76	0	34	0	88
t22897aep	0	23	0	7	0	9	0	1
t22895aep	0	396.94	0	26	0	217	0	22
t22894aep	0	0	0	0	0	0	0	0
t22891aep	0	0	0	0	0	0	0	0
t22881aep	0	0	0	0	0	0	0	0
t22906aep	0	0	0	0	0	0	0	0
t22887aep	0	0	0	0	0	0	0	0
t22904aep	0	0	1.96	1	0	0	0	0
t22902aep	0	145	0	41.12	0	1432.99	0	115.91
t30877aep	0	6	0	4	0	17	0	17.99
t22889aep	0	0	0	0	0	0	0	0
t22888aep	0	0	1.08	0	0	0	0	0
t30866aep	0	0	0	0	0	0	0	0
t22905aep	0	0	0	0	0	0	0	0
t22900aep	0	0	0	0	0	0	0	0
t18897aep	0	59	0	179	0	116.99	0	391.98
t30868aep	0	1	0	10	0	1	0	18
t22884aep	0	60.13	0	642	0	19.98	0	168.98
t30865aep	534.37	29	6.83	538.84	88.85	0	2	18.35
t18876aep	0	6	0	7	0	0	0	10
t22901aep	35.77	0	123.78	0	17.3	0	81.83	0
t30880aep	0	6	0	4	0	26	0	3
t22903aep	0	13	0	68	0	9	0	41.92
t30867aep	0	0	0	0	0	0	0	0
t22886aep	0	0	0	0	0	0	0	0
t18881aep	5151.51	24.62	21.34	184	830.68	23	3.3	1138.99
t30874aep	0	8	0	22	0	36	0	18
t30878aep	0	1	0	8	0	0	0	14
t30864aep	0	0	0	0	0	0	2.81	0
t30871aep	0.59	18	0	7	0	13	0	16
t30881aep	0	30	0	3	0	7	0	5
t22896aep	0	16	0	1	0	12	0	9
t22898aep	0	1	0	146	0	23.06	0	56
t22890aep	0	0	0	0	0	0	0	0
t30869aep	0	0	0	0	0	0	0	0
t30876aep	0	73	0	33	0	40	0	34
t22899aep	5	9	42.87	0	0	0	2.52	0
t30879aep	2182.27	4337.98	42530.9	145.98	827.79	4406.53	18837.54	20
t30870aep	0	0	0	0	0	0	0	0
t22892aep	0	0	0	0	0	0	0	0
t22885aep	0	31	0	8	0	17	0	12
t22893aep	0	0	0	0	0	0	0	0
t22882aep	0	0	0	0	0	0	0	0
t22883aep	0	0	0	0	0	0	0	0
t30872aep	0	0	0	4	0	0	0	6
t30873aep	0	0	0	0	0	0	0	0
t27148aep	0	2	6.86	34	0	0	0.17	46
t10425aep	0	0	0	0	0	0	0	0
t27161aep	1346.85	2	7	8.28	10	0	10.98	0
t10432aep	0	0	0	0	0	0	16.91	0
t27162aep	0	0	0	0	0	558.43	0	2
t27160aep	0	1	0	3	0	10	0	0
t10411aep	0	0	0	0	0	0	0	0
t27159aep	0	0	0	0	0	0	0	0
t27164aep	0	12	0	99.11	0	89	0	237.99
t27163aep	1	3	1	9	0	0	0	5
t27157aep	0	2	0	7.7	0	21	0	51
t27158aep	0	1	0	5	0	0	0	21
t10417aep	0	4	0	0	0	0	0	1
t10415aep	0	0	0	0	0	0	0	0
t10414aep	0	3	0	10	0	0	0.11	0
t29511aep	0	0	0	2	0	0	1	0
t27150aep	185.46	2827.49	9492.01	55	119	998	1852.82	5
t10430aep	0	0	0	0	0	0	0	0
t27145aep	0	0	0	0	0	0	0	0
t27156aep	0	104	0	122	0	35	0	79
t10428aep	0	0	0	0	0	0	0	0
t27155aep	234.44	807.01	4768.85	5.5	205.19	813.01	2854.65	14
t29506aep	0	0	0	0	0	0	0	0
t10419aep	0	0	0	0	0	0	0	0
t10420aep	165.51	59034.9	2738.58	208.99	3.9	3686	181.67	8
t10416aep	0	0	0	0	0	0	0	0
t18892aep	0	3	0	29	0	2	0	2
t10431aep	0	0	0	0	0	0	0	0
t18895aep	0	8	0	23	0	30	0	12
t27146aep	0	42	0	17	0	82	0	39
t10421aep	0	0	0	0	0	0	0	0
t10433aep	64.9	3	157.33	0	36.91	0	193.49	5
t27165aep	0	7	0	0	0	0	0	5
t10418aep	0	3	0	11	0	0	0	38
t27154aep	0	0	0	1	0	6	0	0
t10426aep	0	0	0	0	0	0	1	0
t10412aep	0	13	0	1	0	3	0	0
t27153aep	0	0	0	0	0	0	0	0
t10409aep	0	0	0	0	0	0	0	0
t10429aep	0	0	0	2	0	0	0	1
t10427aep	0	0	0	0	0	0	0	0
t27149aep	0	984.39	4.66	7	0	114.99	29.43	0
t10413aep	0	1	0	0	0	0	0	0
t27152aep	0	1	0	3	0	0	0	1
t10423aep	0	600	0	60	0	194	0	193
t10424aep	0	0	0	0	0	0	0	0
t10422aep	0	0	0	0	0	0	0	0
t27147aep	0	0	0	0	0	0	0	0
t10410aep	0	0	0	0	0	0	0	0
t27151aep	85	2810.99	1659.91	5	3	239	240.99	5
t18875aep	0	603	0	122	0	151.98	1.99	373
t22551aep	0	0	0	0	0	0	0	0
t22533aep	0	0	0	0	0	0	0	0
t22528aep	0	1	0	0	0	17	0	0
t30737aep	0	0	0	0	0	0	0	0
t22529aep	0	0	0	0	0	0	0	0
t22538aep	0	0	8.87	0	0	0	1.19	0
t30734aep	3.39	9	34.18	3	9.33	0	6.62	0
t22536aep	0	0	0	0	0	0	0	0
t22544aep	0	0	3	0	0	0	1.99	0
t22524aep	55.11	61	403.81	4	130	0	1182.57	4
t29513aep	0	0	0	0	0	0	0	0
t30743aep	0	2	0	6	0	0	0	0
t30739aep	70.8	1	1.97	1.36	18.35	0	0	0
t22543aep	0	14	0	1	0	6	0	0
t30752aep	0	7.66	0	3.06	0	0	0	0
t30733aep	0	0	0	3	0	0	1.14	10
t30738aep	0	9	0	18	0	0	0	3
t22546aep	0	0	0	0	0	0	0	0
t22527aep	0	20	0	24	0	11	0	4
t30735aep	0	32	0	9	0	13	0	11
t22531aep	0	4	0	5	0	0	0	0
t18894aep	0	0	0	0	0	0	0	0
t30741aep	0	0	0	1	6	103	184.71	1
t22541aep	0	0	0	0	0	0	0	0
t22542aep	0	0	0	0	0	0	0	0
t30740aep	0	0	0	0	0	0	0	0
t22532aep	62.92	5	7.99	10	20.98	0	0	1
t30736aep	0	13	0	7	0	0	0	3
t22550aep	11231.01	108	93.3	363.89	6833.86	3	40.69	65.35
t22530aep	0	0	0	0	0	0	0	0
t30749aep	0	14	11	0	0	0	0	0
t22548aep	0	0	0	0	0	0	0	0
t22535aep	0	0	0	0	0	0	0	0
t22537aep	0	1	0	18	8	1	0	4
t30746aep	1028.1	236.99	1323.03	583.44	239.21	19	448.08	473.91
t22545aep	0	0	0	5	0	0	0	0
t22547aep	0	0	0	2	0	0	0	0
t22534aep	0	0	0	0	0	0	0	0
t22540aep	0	9	1	6	0	0	0	1
t30747aep	0	3	0	7	0	0	0	2.23
t30744aep	0	15	0	0	0	15	0	1
t30750aep	2.02	149	0	67	0	0	0	5
t22552aep	0	3	0	21	0	0	0	15
t30745aep	0	1	0	7	0	0	0	7
t22526aep	0	0	0	0	0	0	0	0
t30751aep	0	0	0	0	0	0	0	0
t30742aep	0	0	0	0	0	0	0	0
t22549aep	0	0	0	0	0	0	0	0
t22525aep	0	0	0	0	88.18	0	0	0
t30748aep	417.98	0	143.02	0	24.97	0	301.71	4
t22539aep	0	1	0	29	0	0.98	0	2
t18898aep	0	135	0	58	0	96	0	60
t18745aep	0	0	17.12	0	0	0	25.73	0
t25393aep	0	3	0	6	0	0	0	6
t4433aep	0	0	0	0	0	0	0	0
t25394aep	0	0	0	0	0	0	0	0
t4437aep	0	0	0	0	0	0	0	0
t4436aep	0	0	0	0	0	0	0	0
t4451aep	0	29	0	11	0	0	0	10
t25390aep	0	1	0	1	0	0	0	0
t4444aep	0	0	0	0	0	0	0	0
t4456aep	0	0	0	0	0	0	0	0
t4448aep	0	0	0	0	0	0	0	0
t25391aep	0	24	0	38	0	16	0	123.25
t4432aep	0	4	1	8	0	0	61.72	0
t4445aep	0	11	0	16	0	0	11	2
t4439aep	0	4	0	38	0	18	0	11
t4431aep	0	31	0	8	0	65	0	4
t4430aep	0	0	0	0	0	0	0	0
t4455aep	0	0	0	0	0	0	0	0
t25400aep	0	1	0	1	0	1	0	0
t25392aep	0	0	0	0	0	0	0	0
t4440aep	0	0	0	0	0	0	0	0
t25399aep	0	13	0	72	0	17	0	45
t4449aep	0	0	2.89	0	11.32	0	1.79	0
t4450aep	5.6	0	0	0	10.57	0	0.15	0
t18869aep	0	0	0	0	0	0	0	0
t4454aep	0	0	0	0	0	0	0	0
t4435aep	46.97	182.28	1093.15	2	0	0	44.46	0
t25396aep	0	10	0	27	0	21	0	7
t4447aep	0	6	0	17	0	22	0	9
t25401aep	0	4	0	6	0	0	0	23
t4443aep	0	0	0	0	0	0	0	0
t4438aep	1.4	0	3.65	0	0	0	10.11	2
t4441aep	0	0	0	0	0	0	0	0
t18872aep	0	16	0	20	0	10	0	16
t4434aep	40.33	3610	1094.56	29	0	51	1.97	1
t25397aep	0	47	0	17	0	9	0	18
t4457aep	0	0	0	0	0	0	0	0
t4446aep	4.65	0	0	0	0	0	0	0
t18888aep	0	35	0	8	0	2	0	5
t4452aep	0	0	0	0	0	0	0	0
t4453aep	35.01	0	0	2	2.64	0	1.14	0
t25403aep	12	22039.9	118.93	52.97	23.95	765.55	2009.65	0
t25389aep	2	15	0	26	0	32	0	110
t25398aep	0	0	0	0	0	0	0	0
t25395aep	0	6.74	0	0	0	62.42	0	6.16
t4442aep	0	0	0	0	0	0	0	0
t25402aep	331.61	12384.67	6460.95	70	438.06	1028.99	8745.56	46.93
t18882aep	0	47	0	27	0	44	0	15.93
t4458aep	0	0	0	0	0	0	0	0
t25404aep	0	0	0	0	0	0	0	0
t18857aep	0	1	0	10	0	26	0	6
t18739aep	0	0	0	0	0	0	0	0
t16093aep	0	0	0	0	0	0	0	0
t28781aep	0	20.99	3	5	0	0	0	0
t16105aep	0	0	0	0	0	0	0	0
t16096aep	0	0	0	0	0	0	0	0
t28779aep	0	8	0	3	0	16	0	0
t18878aep	0	52	0	40	0	242	0	56
t28773aep	0	1	0	17	0	5	0	7
t28780aep	0	57	2	4	5.89	7	3.86	15
t28778aep	0	5	0	0	0	110	0	0
t28788aep	0	90	0	310	0	49	0	546.1
t16115aep	0	0	0	0	0	0	0	0
t28789aep	17.53	477.88	512.85	0	0	0	14.8	0
t28790aep	622.94	4580.03	10580.13	42	85.44	189	876.91	0
t18880aep	0	0	0	0	0	0	0	0
t28796aep	0	6	0	8	0	8	0	2
t16118aep	0	0	0	0	24.98	0	0	0
t16119aep	0	0	0	3	0	0	0	0
t16116aep	0	0	0	1	0	0	0	0
t28777aep	0	11	0	3	0	0	0	1
t28774aep	0	33	0	35	0	17	0	11
t16097aep	917.54	24330.93	8513.92	321	147.17	1440.98	1466.81	10
t16102aep	0	0	0	0	0	0	0	0
t16120aep	0	2	0	6	0	73	0	5
t18883aep	0	13	0	11	0	0	0	8
t28792aep	0	0	0	0	0	0	0	0
t16107aep	0	0	0	0	0	0	0	2
t28783aep	0	0	0	0	0	0	0	0
t28787aep	0	0	0	0	0	0	0	0
t16114aep	0	0	0	0	0	0	0	0
t28782aep	0	48	0	81	0	40.99	0	339
t16106aep	0	0	0	0	0	0	0	0
t18893aep	0	276	0	383	0	517	0	940
t16098aep	0	0	0	0	0	0	0	0
t28798aep	0	273	0	159.98	0	468.45	0	281.97
t28794aep	0	0	0	2	0	0	0	0
t18889aep	0	0	0	0	0	0	0	0
t18890aep	0	0	0	0	0	0	0	0
t16101aep	0	0	0	3	0	0	0	0
t28775aep	0	0	0	0	0	0	0	0
t28791aep	0	31	0	12	0	52	1	21
t28795aep	196.05	1270.91	7899.11	19.38	67.76	91.85	1123.34	74.46
t16117aep	22.76	420	908.5	2	9.84	118.99	804.3	5
t16095aep	0	0	0	0	0	0	0	0
t16108aep	0	38	0	170.63	0	62	0	347
t28776aep	1.68	29.26	0	8	0	15	0	1
t16121aep	0	0	0	0	0	0	0	0
t16110aep	0	0	0	0	0	0	0	0
t16100aep	0	3	0	25	0	2	0	46
t28793aep	0	1	0	0	0	0	0	0
t28784aep	0	24	0	4	0	71	0	0
t16109aep	27	15	644.35	4	99.24	0	542.83	0
t16094aep	0.79	0	2.01	0	1.94	0	2.97	0
t16112aep	0	10	0	12	0	13	0	4
t18868aep	0	13	0	45	0	19	0	6
t16111aep	0	55	0	0	0	0	1.99	0
t28785aep	0	0	0	0	0	0	0	0
t16122aep	0	0	0	0	0	0	0	0
t16099aep	0	27	0	12	0	0	0	0
t16103aep	0	0	0	1	0	0	0	0
t16104aep	0	0	0	5	0	0	0	3
t28772aep	1.76	4	0	2	0	0	0	0
t28797aep	0	0	0	1	0	0	0	1.58
t16113aep	0	0	0	0	0	0	0	0
t28786aep	0.31	9.44	30.58	50.19	0	0	1.85	0.22
t18863aep	0	4	0	7	0	12	0	21
t29446aep	0	15	0	113.93	0	2	0	370.46
t19554aep	0	0	0	0	0	0	0	0
t29655aep	0	0	0	0	0	0	0	0
t19550aep	0	0	0	1	0	0	1.2	0
t29667aep	0	0	0	0	0	0	0	0
t19544aep	0	0	0	0	0	0	0	0
t19542aep	0	0	0	0	0	0	0	0
t19555aep	0	0	0	0	0	0	0	0
t29670aep	0	0	0	0	0	0	0	0
t19553aep	0	0	0	0	0	0	0	0
t29658aep	28.71	2	39.67	0	15.95	0	57.29	0
t29662aep	0	2	0	8.2	0	0	0	0
t29512aep	0	4	0	0	0	0	0	1
t18884aep	0	22	0	30	0	15	0	40
t19549aep	0	0	0	0	0	0	0	0
t19543aep	0	4	0	19	0	0	0	15
t29664aep	0	56	0	23	0	7	4.98	15
t19546aep	0	0	0	0	0	0	0	0
t29654aep	0	0	0	0	0	0	0	0
t29666aep	0	0	0	0	0	0	0	0
t29660aep	11.79	598.29	910.87	1.29	0	38.81	64.01	2
t29663aep	386.8	673	281.89	105.06	324.68	62.97	37.46	107.66
t18865aep	0	6	0	3	0	4	0	4
t19548aep	0	45	3.43	6	0	0	7.2	0
t29657aep	0	0	0	0	0	0	0	0
t19547aep	0	30.59	6.52	1	0	0	2.02	0
t18864aep	0	0	0	0	0	0	0	0
t29668aep	0	83	0	56	0	16	0	47
t29669aep	0	58	0	21	0	16	0	7.48
t29659aep	0	0	0	0	0	0	0	0
t19552aep	0	0	0	0	0	0	0	0
t19556aep	6.63	0	0.98	0	29.09	0	0	0
t18874aep	0	0	0	0	0	0	0	0
t19545aep	8.99	0	158.76	1	0	0	27.38	0
t29665aep	0	33	0	13	0	112	0	67
t19551aep	0	129	0	139	22.96	128	1	410.99
t29505aep	0	4	0	5	0	0	31.24	0
t29661aep	0	126	0	12	0	162	0	9
t29656aep	0	277	0	136	0	1022	0	467
t29504aep	0	0	0	0	0	0	0	0
t18756aep	0	0	0	0	0	0	0	0
t16988aep	0	22.88	0	3.13	0	30	0	0
t16989aep	0	3.12	0	46.87	0	9	98.79	23
t16969aep	0	0	0	0	0	0	0	0
t16986aep	0	0	0	0	0	0	0	0
t29509aep	0	0	0	0	0	0	0	0
t16973aep	0	0	0	0	0	18.9	0	3
t16974aep	0	16	0	35	0	80.1	0	8
t29007aep	0	27	2	0	0	22	0	0
t16970aep	0	0	0	0	0	0	0	0
t16985aep	10	311.64	534	4	0	65	4.65	0
t18862aep	0	8	0	22	0	6	0	16
t29006aep	0	9.01	0	15	0	10	0	44.95
t16976aep	0	0	0	0	0	0	0	0
t29000aep	0	3	0	5	0	10	0	3
t16980aep	0	0	0	0	0	0	0	0
t29005aep	0	0	0	4	0	0	0	0
t18867aep	0	0	0	0	0	0	0	0
t16977aep	0	1	0	2.01	0	0	0	3.65
