# piRNA Counts Matrix - Teefy et al. - PIWI-piRNA pathway-mediated Transposable Element Repression in Hydra Somatic Stem Cells
#----------------------------------------------------------------------------
# 
# abbreviations: 	ID = Identity of Transcript
#					AS = Antisense-oriented mapping
#					S = Sense-orieented mapping
#					WT = Wild Type i.e. untreated Hydra
#					Colch = Colchicine Treated Hydra Samples
# 
# ID - transcript name, as assigned in Siebert et al., 2019
# WT_Hyli_AS - raw Hyli antisense-mapped piRNA counts from whole, untreated Hydra mapped to the Hydra transcriptome
# WT_Hyli_S - raw Hyli sense-mapped piRNA counts from whole, untreated Hydra mapped to the Hydra transcriptome
# WT_Hywi_AS - raw Hywi antisense-mapped piRNA counts from whole, untreated Hydra mapped to the Hydra transcriptome
# WT_Hywi_S - raw Hywi sense-mapped piRNA counts from whole, untreated Hydra mapped to the Hydra transcriptome
# Colch_Hyli_AS - raw Hyli antisense-mapped piRNA counts from epithelial, colchicine-treated Hydra mapped to the Hydra transcriptome
# Colch_Hyli_S - raw Hyli sense-mapped piRNA counts from epithelial, colchicine-treated Hydra mapped to the Hydra transcriptome
# Colch_Hywi_AS - raw Hywi antisense-mapped piRNA counts from epithelial, colchicine-treated Hydra mapped to the Hydra transcriptome
# Colch_Hywi_S - raw Hywi sense-mapped piRNA counts from epithelial, colchicine-treated Hydra mapped to the Hydra transcriptome
#
#----------------------------------------------------------------------------
#
ID	WT_Hyli_AS	WT_Hyli_S	WT_Hywi_AS	WT_Hywi_S	Colch_Hyli_AS	Colch_Hyli_S	Colch_Hywi_AS	Colch_Hywi_S
t17781aep	0	6	0	31.75	0	0	0	21.46
t17734aep	0	21.36	0.84	6.4	0	760.96	18.63	20.05
t17735aep	62.47	9849.87	945.54	34.14	5.15	1840.12	194.47	4.99
t17736aep	1.83	1360.59	10.91	9.55	0	245.71	0	0
t17753aep	0	15	0	55	0	14.99	0	179.88
t17751aep	70.65	653.18	558.2	133	0	5	5.06	3
t17752aep	5.89	0	67.43	3	9	0	147.27	18.96
t17765aep	0	0	0	0	0	0	0	0
t17796aep	0	93	0	36	0	54	0	57
t29205aep	0	0	0	0	0	0	0	0
t17743aep	19.98	1829.17	337.58	24	0	355	191.11	0
t17785aep	61.94	7	6.24	11	0	10.09	36.91	3.61
t17786aep	1152.48	206.97	54.83	4955.36	608.05	603.55	217.6	8064.77
t17787aep	219.8	1	10.95	3	105.95	0	14.28	1
t17756aep	105.9	37.94	512.83	7.03	97.45	43	1160.29	1.04
t17757aep	12.21	7.48	29.22	2.95	23.24	0	39.12	0
t29209aep	0	0	0	0	0	0	0	0
t17782aep	2	0	0	1	0	0	1	1
t17783aep	17	64	94.03	0	26.04	49	377.46	14
t17749aep	14.17	93.89	0	146.01	0	652.17	0	137.86
t17784aep	251.19	0	330.26	0	112.28	0	196.44	862.15
t17768aep	61.65	0	0	8	1.81	0	3.09	0
t17777aep	7	9	56.58	0	36.96	6	580.11	0
t17750aep	0	30	0	20.77	0	73	0	72.44
t17769aep	0.93	46.88	41.92	0	26.1	177	1482.98	0
t17778aep	217.03	2811	2972.58	99	29.85	0	130.44	11.77
t19790aep	0	0	0	0	0	0	0	0
t17748aep	0	6	0	0	0	0	0	4
t29207aep	0	0	0	0	0	0	0	0
t17767aep	0	26	0	8	0	16	0	5
t17797aep	33.8	660.36	247.52	24.82	0	28.57	14.89	0
t17758aep	37.2	10190.01	278.78	21.92	83.84	1216.65	1327.13	7.99
t17759aep	10.66	878.01	84.99	5.08	112.79	1163.34	3370.72	5.01
t17760aep	34.5	14363.34	2000.8	22.68	2175.61	714.59	41746.59	2.69
t17761aep	337.2	13188.08	6904.77	15.86	16.01	37	653.22	0
t17726aep	3.58	90963.01	326.63	215.97	0	686.38	0	2.41
t17732aep	209.32	13	13.89	44.99	241.7	0	535.73	31.03
t29204aep	0	0	0	0	0	0	0	0
t17738aep	0	0	0	0	0	0	0	0
t17805aep	0	0	0	0	0	0	0	0
t17770aep	158.24	933.94	2668.76	6.06	35.76	3763	752.33	34
t29206aep	0	0	0	0	0	0	0	0
t17745aep	0	0	0	0	0	0	0	0
t17746aep	0	3.05	0	0	0	0	0	0
t17762aep	0	2.21	0	7.94	0	94.38	0	4.59
t17731aep	0	90	0	5	0	0	0	1
t17800aep	13.59	71.73	133.71	10	0	5	1.12	0
t17798aep	9.81	44.17	14.59	0	0	5.86	0	0
t17799aep	0	21.88	25.83	0	0	0	5.24	0
t17789aep	3594.48	1	0	1	0	4	0	7
t17739aep	51.04	299.93	866.05	3	1.64	45.99	46.92	0
t17740aep	92	2549	2884.46	23	3	194	118.33	1
t17747aep	4.95	4	0	36	0	4	0	34
t17742aep	4173.32	265.35	34.55	1906.49	182.36	170.44	11.37	297.54
t17744aep	0	471.84	33.18	8.51	4.47	36	289.14	0
t19796aep	0	0	0	0	0	0	0	0
t17724aep	0	2214.21	0	3.6	0	458.7	0	0
t17725aep	685.53	5489.92	10713.63	31.55	73.58	478.94	817.08	0
t29203aep	0	0	0	0	0	0	0	0
t17729aep	3661.49	5.76	331.92	0.48	98.77	0	0	27
t17730aep	3365.44	154.99	2219.02	3.96	213.32	0	27.96	4
t29208aep	0	0	0	0	0	0	0	0
t17779aep	0	12	0	0	0	0	0	0
t17728aep	0	48	0	264	0	81	0	610.81
t17763aep	83.05	3411.99	1235.1	52	52.57	496	628.42	8.58
t17794aep	0	27	0	10	0	0	0	4
t29810aep	0	0	0	0	0	0	0	0
t17727aep	133.13	31.35	3311.44	0.5	48.81	18.98	1429.35	0
t17804aep	132.71	183.5	1063.33	2	222.89	29.04	7129.05	3
t17802aep	0	0	0	6	0	8	0	1
t17803aep	0	0	0	2	0	0	0	7
t17776aep	0	0	0	0	0	0	0	0
t1242aep	0	0	0	10	0	26	0	72
t1285aep	10.37	1134	87.33	11	49.95	13438.92	1149.03	38.99
t1244aep	0	5	0	7	0	0	0	12
t1266aep	0	1	0	9	0	5	0	6
t1265aep	0	8	0	1	0	4	0	6
t1234aep	24.99	7249.94	403.18	21	1	563	27	1
t1276aep	519.54	7786.94	9724.01	72.74	235.32	11190	5317.63	32.64
t1277aep	31.78	462.31	729.04	3.26	15.28	237	244.7	0
t1302aep	0	0	0	0	0	0	0	0
t24182aep	0	0	0	0	0	0	0	0
t1278aep	15.12	274.44	108.98	0	0	14.81	136.39	0
t1280aep	95.2	2284.68	1552.28	15.77	15.09	153.11	1020.93	3
t1281aep	0	0	0	0	0	0	0	0
t1279aep	37.55	451.95	549.1	5.07	0.64	349.44	331.27	4
t1282aep	21.63	0	10.32	8.91	0	0	3.71	0
t1248aep	0	0	0	2	0	0	0	1
t1275aep	0	23	0	68	13.06	20	0	69
t1296aep	0	0	0	1	0	0	0	0
t1320aep	0	1.03	0	0	0	0	0	0
t1321aep	0	31.96	0	7	0	24	0	0
t1243aep	56.67	510.21	1047.37	7.28	741.43	38.32	11791.32	9.5
t1263aep	0	17.81	0	28.42	0	0	0	0
t1317aep	176.31	3006.31	5564.58	11.93	15.52	229.43	497.88	1
t1318aep	56.12	2.02	1640	0	9.44	0	170.87	0
t1301aep	12.91	749.03	84.95	3	0	41	118.73	0
t1239aep	0	112	0	48	0	24	0	243
t1245aep	0	41	0	27	0	17	0	48
t1300aep	0	0	0	0	0	0	0	0
t24186aep	0	0	0	0	0	0	0	0
t1274aep	1900.34	1456.33	13877.86	436.34	269.96	140.77	5674.21	13.02
t1313aep	132.63	494.93	5168.91	23	42.78	8	781.73	1
t1314aep	200.31	197.99	2997.55	32	383.45	62	1169.82	16
t19785aep	0	0	0	0	0	0	0	0
t1284aep	0	0	0	0	0	5	0	0
t24180aep	0	0	0	0	0	0	0	1
t1240aep	38.33	2	377.59	0	6	2	50.85	0
t1267aep	26.29	258.63	252.2	7.35	10.03	156.59	252.86	65.78
t1268aep	262.04	924.35	7878.73	14.65	231.94	314.41	8261.51	19.16
t1305aep	17.14	0	220.41	0	481.57	0	2882.01	0
t1306aep	7.56	2.57	331.48	0	17.48	0	162.29	0
t1307aep	0	0	7.14	0	31.74	0	19.72	0
t1308aep	4.12	0	51.98	0	107.72	0	451.11	0
t1309aep	0	0	5.27	0	53.4	0	416.66	0
t1310aep	23.53	293.18	471.3	1.99	737.42	46.94	14392.94	5.27
t1311aep	0	0	11.08	0	352.99	0	8401.45	0
t1312aep	16.65	2	61.8	0	1221.82	18.74	13382.33	52.56
t1304aep	2.96	3.17	209.57	0	2327.6	158.96	17585.87	14
t1293aep	915.96	902.36	4771.25	221.83	11	29.9	196.08	9
t1294aep	31.28	157.53	21.01	12.58	0	12.1	3.35	0
t1315aep	10.11	140	150.75	70	0	14	35.78	3
t1258aep	275.17	830.13	207.69	6409.69	26.66	30	103.63	31.95
t1247aep	0	2	1.6	5	0	26	0	9
t1316aep	0	1	0	0	0	0	0	0
t1253aep	53.72	2259	563.54	37	212.71	344	2938.88	9.46
t1260aep	26.18	1523.78	9.05	8.72	1277.2	621.76	13.83	12.31
t1254aep	209.47	107	23.12	81	3.29	0	1	1.46
t1255aep	0	0	3.85	0	0	0	0	0.54
t1295aep	0.83	1.74	45.73	1.84	694.9	34.59	80.87	515.89
t1287aep	0	0	0	0	0	0	0	0
t1235aep	0	0	148.89	0	0	0	0	0.01
t1238aep	0	1	0	11	0	0	0	0
t1236aep	3.4	261.85	94.8	0	27.96	28.95	234.2	0.99
t1237aep	0	73.15	27.29	0	0	3	3.48	0
t1264aep	0	5	0	15	0	10.99	0	10.11
t24184aep	0	0	0	0	0	0	0	0
t1262aep	2.01	86	0	37	0	18	0	2
t1269aep	0	8	0	20	0	0	0	7
t1283aep	0	80.45	1.98	15.34	0	166.37	0	24.03
t1271aep	19.66	98.32	259.25	10	8.78	36	127.14	8
t1272aep	1350.79	53.99	86.58	79	69.48	1	53.41	13
t1322aep	2.6	22	8.66	1	0	0	84.64	2
t1303aep	1050.14	17202.75	15442.69	37	73	1111.33	374.41	1
t1288aep	371.95	11448.76	15089.83	52.85	193.12	2524.71	7866.02	18.51
t1273aep	0	0	0	0	0	0	0	0
t1232aep	54.52	2198.68	130.13	30.71	20.02	56.92	83.81	104.34
t1233aep	46.45	96.83	66.75	25.91	20.95	36	125.13	68.94
t1231aep	0	12	0	4	0	4	0	1.82
t1246aep	564.33	4031.67	6198.36	53.17	907.28	1347.99	12469.91	170.31
t1297aep	0	0	0	0	0	0	0	0
t1319aep	21.99	300	592.42	2	1	156	68.89	1
t1241aep	42.16	3984.92	191.3	88.44	0	2194.85	9.21	4.01
t1289aep	0	0	0	2	0	0	0	0
t1290aep	1	8	0	26.01	0	0	0	0
t1256aep	0	3	0	2.08	0	0	0	15
t1257aep	0	3	3	2	0	0	2.29	9.94
t1291aep	53.12	3429.31	780.77	23.23	7.08	193.79	77.42	0
t1292aep	17.64	4	47.54	0	2.22	0	22.02	0
t24181aep	0	2	0	24	0	19	0	10
t1298aep	0	4	0	32.05	0	1	0	165
t1299aep	0	34	0	496	0	159.99	0.98	3669.99
t24183aep	336.94	23	23.83	1	826.71	24	8.7	4
t1261aep	103.1	978.92	2710.79	96.65	116.64	337.27	3355.29	6
t24188aep	0	0	0	0	0	0	44.09	0
t24187aep	22.76	0	23.56	0	38.79	0	149.46	0
t1249aep	45.38	0	3.87	5	97.08	0	52.2	8.32
t1252aep	0	0	0	0	0	0	0	0
t1250aep	178.43	1	6.66	19	345.77	554	49.38	4977.71
t1251aep	238.66	0	5.07	1.99	42.24	0	6.53	2
t1286aep	0	8.31	0	2	17.49	9.2	1738.43	1.45
t1270aep	0	0	0	0	0	0	0	0
t24185aep	0	1	0	6	0	0	0	0
t1259aep	39.66	121.25	1399.96	0	128.17	26.82	1649.53	0
t19792aep	0	4	0	0	0	0	0	0
t20070aep	458.58	2	24.97	37.68	4583.83	74.87	775.68	617.66
t20055aep	32.61	429.19	503.11	7	0	135	69.58	0
t20056aep	9.36	198.74	194.65	0	0	0	115.93	0
t20057aep	299.76	4424.18	6401.4	27.46	19.83	1314.97	970.92	13.08
t20058aep	0	0	7.98	0	1	0	14.5	0
t19989aep	0	13	0	48	0.04	0	2.76	12
t20042aep	0	0	0	0	0	0	0	0
t20028aep	1003.26	19.82	17.22	254.95	47.99	0	0	24.99
t29895aep	0	0	0	0	0	0	0	0
t20016aep	8.59	0	64.7	0	0	0	52.63	0
t20017aep	217.16	3393.37	3531.24	13	71.93	640	642.77	12
t20018aep	10.24	0	92.77	0	0	0	306.77	0
t19781aep	0	0	0	0	0	0	0	0
t20038aep	0	15	0	0	0	0	5.12	0
t20039aep	1	3	0	3	0	0	0	0
t20073aep	133.23	8859.52	3962.65	91.84	45.88	1923	1111.1	4
t20074aep	2.99	19.47	2.57	11.04	0	11.83	53.9	0
t20007aep	0	43	0	24.15	0	0	0	70.88
t19987aep	39.81	59.01	15.94	2.19	0	0	7.04	0
t19988aep	315.87	616.99	2494.15	18.81	0	47	165.83	0
t20050aep	0	8	0	26	0	7	0	22
t20051aep	0	134.97	0	17.75	0	2.89	0	17.85
t20023aep	112.22	17000.55	1895.81	214.21	69.76	1022.75	795.84	6
t20036aep	354.18	2	7	2	308.1	0	58.47	34.91
t20025aep	0	0	0	0	0	0	0	5
t29803aep	0	2	0	0	0	0	1	0
t19991aep	0	17	0	6	0	59	0	18
t29901aep	0	0	0	1	0	0	0	0
t20075aep	592.36	18797.61	1257.85	162.73	22.2	1029.72	76.84	13
t20076aep	50.62	3235.8	1040.18	37.81	7	99.26	26.59	0
t20077aep	10.53	216.2	51.14	11.87	0	0	0	0
t20062aep	50.02	725.88	513.66	10	0	146	69.91	1
t20024aep	0	0	0	0	0	0	0	0
t20080aep	0	0	0	0	0	0	0	0
t20049aep	0	196	0	7	0	1	0	16
t20032aep	0	0	0	2	139.11	0	817.26	0
t20033aep	3	0	1.96	0	3049.31	0	85952.25	7
t20034aep	4.15	5	11.79	3	198.12	0	1953.87	0
t29899aep	0	0	0	0	0	0	0.19	0
t29809aep	0	3.04	0	0	0	0	0	0
t20061aep	37.97	16.68	520.12	3	27.04	0	153.25	0
t20043aep	0	0	0	1	756.52	12.95	9.54	17.75
t20044aep	0	0	0	0	72.52	0	1.34	0
t20069aep	0	28.56	0	17.76	0	1831.66	32.71	5.29
t20000aep	0	46	0	24	0	50	0	3
t20001aep	0	8	0	3	0	0	0	0
t20002aep	10.72	9	18.74	1	0	0	51.77	0
t20003aep	1	1.22	12.87	0	4.01	167.44	13.88	588.75
t19992aep	0	3	0	5	0	0	0	10
t20072aep	0	0	0	0	0	0	0	0
t29892aep	0	0	0	2	0	0	0	0
t29898aep	2	0	6.8	4	0	0	0	0
t20015aep	3	838.81	59.99	7.71	6.99	18	121.23	0
t20014aep	1.14	61.9	258.02	0	0	0	25.8	0
t20019aep	0	0	0	4	0	0	3	5
t20064aep	0	28.26	0	0	0	0	0	0
t20065aep	0	107.61	0	1.29	0	24.3	0	0
t20066aep	0	27.66	0	5.91	0	80.53	0	18.79
t29894aep	0	0	0	0	0	0	0	0
t20008aep	3.58	0.05	0	0	0	0	0	0
t20078aep	0	14.57	0	20.21	0	0	0	4.61
t20079aep	0	12.43	0	52.79	0	14	0	29.39
t20004aep	0	17	0	6	0	37	0	6
t20005aep	0	2	0	17	0	0	0	116.99
t20006aep	0	1	0	14	0	0	0	0
t29897aep	0	9	0	2	18.73	0	742.58	0
t20029aep	0	0	0	0	0	0	0	1
t20030aep	47.88	1193.8	359.53	754.11	713.18	76	117.69	1.36
t20031aep	136.16	5.48	61.47	457.64	0	0	28.69	0.64
t20052aep	207.15	796	4215.55	2	26.93	262.99	289.55	1
t19993aep	0	0	0	0	0	0	0	0
t19994aep	0	0	0	0	0	0	0	0
t20048aep	0	51	0	11	0	6	3.01	34
t29900aep	2.92	0	0	0	0	0	0	0
t20071aep	4584.16	39395.37	24826.41	537.09	470.96	2740.63	1458.45	7
t29896aep	0	0	0	0	0	0	0	0
t20021aep	112.97	1403.4	138.17	581.35	0	197.54	5.04	1606.23
t20011aep	188.63	1131.05	1497.97	6	16.17	198	131.79	1
t20059aep	0	5	0	12	0	7	0	15.99
t20060aep	11094.88	118	36.37	3993.91	610.24	11	1.94	290.39
t20026aep	0	0	0	0	0	0	0	0
t20068aep	0	2	0	28	0	0	0	0
t20063aep	0	195	6.43	17	135.96	196	2302.58	0
t20022aep	2802.41	37.99	5942.2	41.92	215.93	12	964.89	7
t19990aep	0	6	0	4	0	44	0	2
t19997aep	76.01	35.05	777.42	2	269.14	0	1859.74	0
t19998aep	450.82	1758.23	10310.6	58.04	456.99	247.97	9253.84	7
t19995aep	4	14.02	0.16	1	238.43	348.3	1919.8	48.62
t19996aep	58.7	0	90.5	0	0	0	5.31	0
t20040aep	0	0	0	0	0	0	0	0
t20041aep	851.08	4901.63	14624.68	46	23	159	751.81	2
t20045aep	0	1325	0	172.97	0	142	0	337.01
t20054aep	0	3	0	11	0	12	0	10
t20012aep	0	7	0	13.36	0	97	18.98	21.72
t29893aep	0	0	0	0	0	0	0	0
t19999aep	301.8	736	9910.35	3	349.9	130	9953.94	1
t20037aep	0	0	0	0	0	0	0	0
t20046aep	0	35.39	0	197.3	0	13.8	0	49.33
t20047aep	1	170.15	0	1232.02	0	501.25	0	296.08
t20009aep	0	17	0	35.61	0	8	0	34
t20010aep	0	43	0	2.39	0	0	0	0
t20020aep	271.73	12258.27	7499.88	110.93	465.54	712	10562.8	4
t20027aep	68	417.07	568.98	32	95.47	78	4381.22	5
t20035aep	0	1	0	4	0	0	0	16.92
t20053aep	0	0	0	0	0	0	0	0
t20013aep	426.97	452.21	3648.77	444	28.11	30.98	203.76	24
t20067aep	289.16	1325.58	3408.97	271.06	212.98	424.09	1935.44	134.52
t967aep	61.25	9580.94	609.37	0	13.03	29.02	183.04	1.89
t24118aep	0	0	0	0	0	0	0	0
t940aep	4.99	1208.6	0	917.48	0	807	0	280.38
t24119aep	312.32	0	1.99	0	568.77	0	86.25	0
t966aep	0	0	0	5	0	0	1.94	0
t919aep	296.97	10	5217.97	5	97.35	0	229.32	1
t918aep	92.66	105.99	1195.24	0	8.18	13	38.19	0
t920aep	112.21	5.33	2202.5	8.02	87.5	0	1324.99	14
t911aep	0	1	0	1	0	0	0	11
t24112aep	0	0	0	15	0	0	0	1
t939aep	0	4	1.87	10	0	0	2.24	39.99
t955aep	169.39	2751.41	4196.87	7	16.39	627.87	1088.94	2
t903aep	0	10	0	22	0	3	0	23
t905aep	0	0	0	1	0	0	0	0
t936aep	1.78	0	0	0	0	0	0.87	0
t937aep	0	3	0	17	0	24	0	275
t934aep	11.19	3.36	0	80	0	0	0	0
t935aep	377.45	180.6	21.16	4606.2	58.51	5	2.94	122.34
t921aep	0	3	0	41	0	0	0	31
t19783aep	0	1	0	1	0	7	0	0
t910aep	0	0	0	18	0	7	0	18.38
t968aep	40.8	0	0.76	5.66	12	0	46.7	0
t969aep	33.01	1793.99	1186.84	27	50.63	211	1392.67	2
t970aep	51.78	18	121.95	11	0	6	12.65	0
t972aep	0	4	0	17	0	0	0	3
t973aep	13.43	2.81	15.92	1.98	188.99	83	2727.1	2
t971aep	51.18	25	67.97	23.06	0	7	8.05	16
t963aep	157.22	98	4055.48	0	46.18	13	612.94	0
t913aep	0	0	2.91	0	203.44	0	270.19	2
t914aep	0	0	0	0	0	0	2.67	0
t915aep	0	0	1.99	0	83.35	0	163.21	29.01
t912aep	0	0	0	0	0	0	0.98	4
t952aep	42.56	2365.56	1189.61	15.01	8.99	103.31	724.51	4.46
t950aep	0	20	0	0	0	0	0	0
t951aep	0	1.08	0	7.35	0	322.95	0	0.54
t953aep	0	115.1	0	9	0	214.81	16.26	66.55
t945aep	1.75	5	0	4	50.63	0	5.54	3.99
t900aep	0	894	0	178.61	0	148	0	370
t902aep	145.97	746.36	2706.86	8	14.87	577	919.49	13
t901aep	157.01	259	1874.15	358.91	35.74	49	464.97	16
t24109aep	1.44	7	0	4	0	16	5	2
t928aep	1019.11	509.96	1116.44	187.83	125.79	38	62.02	7
t964aep	432.61	5	62.8	0	0	0	0	0
t965aep	0	0	0	0	0	0	0	0
t19797aep	0	8	0	0	0	6	0	9
t24103aep	0	0	0	0	0	0	0	0
t949aep	0	960	1	182	0	137.91	1.02	748.83
t24117aep	0	0	2.98	0	238.54	10	3280.8	2
t927aep	158.99	32	44	158	32.6	0	1	6
t24104aep	0	0	0	2	0	0	0	1
t24105aep	0	0	0	0	0	0	0	0
t906aep	769.67	2	157.23	0	504.52	0	7923.62	0
t907aep	5679.72	17	10732.13	18	734.36	23	6141.07	6.99
t908aep	0	13	0	0	1.31	0	2.67	0
t909aep	475.58	15	3547.76	0	279.92	4	3265.5	0.99
t24107aep	0	224	0	0	0	0	0	0
t916aep	0	14.95	0	7	0	0	10.33	0
t917aep	0	3.05	0	0	0	0	0	0
t24114aep	0	13	0	1	0	5	0	0
t946aep	54.91	1909.43	1278.11	15	14.94	111	101.57	1
t24106aep	0	0	0	0	0	0	0	0
t889aep	0	0	2.01	4	0	0	0	4
t890aep	0	0	0	0	0	0	0	0
t938aep	147.98	1635.95	3702.37	13	89.92	58	823.65	6
t943aep	0	0	0	0	0	0	0	0
t958aep	0	3	0	3	0	22	0	5
t959aep	0	3	0	8	0	40	0	15
t19789aep	0	0	0	0	0	0	0	0
t893aep	0	174.55	0	3	409.12	16.53	8054.94	1.03
t898aep	0	159	4.27	0	2418.09	533.39	27872	7.07
t891aep	21.97	661.33	413.65	8	62.16	79.94	530.49	1
t892aep	0	8	5.57	1	2503.14	0	28614.87	0
t895aep	0.49	18.49	1.23	0	56.92	0	2268.36	2.97
t897aep	1.77	8.99	3.99	0	117.51	1875.54	1754.55	1.19
t894aep	0	1	0	3	7.89	0	88.49	0
t896aep	1.58	0	0	0	9.44	0	139.74	0
t904aep	288.36	34.12	1683.75	20.43	792.64	0	797.87	143.17
t24115aep	0	0	0	0	0	0	0	0
t24113aep	0	0	0	0	0	0	0.99	2.91
t944aep	0	422	0.83	284	0	162	0	1098.87
t977aep	0	57.79	0.98	6.65	0	4.99	0	1.04
t978aep	0	9.86	0	17.34	0	0	0	0
t979aep	0	27.07	1.77	41.09	0	6.88	0	79.63
t980aep	2.45	18.65	1.24	55.38	0	34.52	0	1079.99
t981aep	0	0	0	0	0	0	0	0
t982aep	0	16.06	0	14.36	0	0	0.96	3.09
t983aep	0	46.63	0	23.45	0	0	0	1.03
t24100aep	0	0	0	0	0	0	0	0
t888aep	0	0	0	0	0	0	0	0
t24102aep	0	0	0.87	0	0	0	0	0
t899aep	11.38	283	111.88	0	333.71	18	8162.13	3
t929aep	0	125.24	0	19	0	32.18	0	383.89
t930aep	823.19	94	90.88	13	323.09	5	212.25	2
t960aep	74.18	5939.23	2660.95	28.39	178.81	1203.36	4558.84	7.85
t961aep	37.56	668.73	541.23	1.08	2.11	59.66	0	0
t947aep	0	0	0	0	0	0	0	0
t29807aep	1.77	2	11.37	0	1	0	28.47	0
t948aep	0	54	0	172	0	55	0	356.99
t24101aep	0	0	0	0	0	0	0	0
t975aep	155.76	9653.55	3197.21	27.34	5727.74	2366.09	129097.15	4.12
t974aep	7.69	867.19	352.91	2	61.06	103.88	2897.18	1
t976aep	2.98	435.34	6	1	0	259.52	3	0
t954aep	0	18	3.69	1	10.43	0	355.36	0
t962aep	0	25.18	0	69.03	0	0	0	2.02
t24110aep	24.46	226.68	618.62	1	947.65	0	9612.2	0
t931aep	17	185	66.92	36	24.83	1333	1276.66	40.82
t24111aep	0	114	0	3	0	19	0	1
t932aep	159.99	118.47	5674.12	3	47.02	0	647.33	0
t933aep	71.34	1369.81	2836.58	0	28.43	64.11	388.78	0
t24108aep	0	0	0	0	0	0	0	0
t926aep	0	0	0	0	0	0	0	0
t922aep	0	0	0	0	0	0	0	0
t924aep	0	0	0	0	0	0	0	0
t925aep	0	0	0	0	0	0	0	0
t923aep	0	0	0	0	0	0	0	0
t941aep	0	3	0	9.06	0	0	0	1
t942aep	0	9	0	34.94	0	0	0	7
t24116aep	0	12	0	18	0	0	0	6
t956aep	0	0	0	0	0	0	0	0
t957aep	0	16	0	5	0	0	0	4
t29804aep	0.99	0	1.09	0	0	0	1.02	0
t1457aep	7.08	659.55	184.66	1	50.77	3363	1413.79	6
t1458aep	0	49.8	0	1	26.07	78.77	15.5	4.88
t24192aep	0	7	0	44	0	7	0	61.81
t1408aep	76.87	1862.1	273.88	38.43	0	45.45	10.44	0
t1406aep	238.95	565.93	377.38	26.85	45.51	42.02	555.6	0
t1407aep	2.97	0	34.99	2	0	0	3	0
t24191aep	0	6	0.76	0	0	0	0	0
t1414aep	3975.71	8154.05	15402.71	1066.2	268.83	750	1364.04	57.16
t1416aep	10.89	151	99.96	0	0	0	6	0
t1417aep	113.62	759.18	456.42	15	169.01	56	1011.3	14
t1418aep	43.73	557.89	607.49	14	16.59	16	163.64	2
t1378aep	68.1	15.62	0.94	0	17.04	0	17.87	9.31
t1379aep	292.75	110.95	78.38	1	25.71	1.23	25.82	0
t1433aep	0	109.89	0	797.79	0	32	56.66	355.11
t1459aep	2.98	60.92	18	4	0	0	2.41	1
t1449aep	0	0	0	0	0	0	0	0
t1450aep	0	0	0	0	0	0	0	0
t1394aep	668.94	91.83	7.58	451.99	19.92	27.92	53.1	9.63
t1395aep	150.81	7847.13	258.72	49.11	73.33	218.08	500.02	3.37
t19787aep	0	0	0	0	30.68	0	0	0
t1442aep	1.03	14.86	2.58	1	33.54	0	59.06	0
t24189aep	4.97	7	5.39	0	28.76	0	5.94	0
t1392aep	0	0	0	0	0	0	0	0
t1443aep	43.69	1.1	74.21	2.06	19.76	0	132.25	0
t1444aep	1225.35	207.89	691.22	138.58	102.01	0	197.17	10.85
t1445aep	0	0	0	0	0	0	0	0
t1409aep	0	0	0	0	0	0	0	0
t1410aep	0	0	0	0	0	17	0	0
t1411aep	0	0	0	0	0	7	0	0
t1412aep	0	0	0	0	0	0	0	0
t1413aep	0	3	0	30	0	15	0.98	82
t1397aep	0	2	0	5	0	0	0	0
t1401aep	81.62	2076.93	1950.87	5.86	27.79	386.9	635.52	0
t1427aep	0	0	0	0	0	0	0	0
t1428aep	0	0	0	0	0	0	0	0
t1430aep	171.35	0	0	26.7	2	0	0	0
t1429aep	5466.43	9	28.59	574.74	292.28	1	3.08	33.12
t1431aep	0	0	0	0	0	0	0	0
t1432aep	0	50.99	0	42.98	0	108.97	0	116.98
t1398aep	0	10	0	65	0	16.05	0	101
t1437aep	287.65	4319.22	5152.12	41.26	476.05	1197	12764.14	20.97
t1438aep	98.05	492.13	3125.17	8	1	358.97	244.98	4
t1420aep	0	851	0	12	0	31	0	23
t1400aep	110.43	8588.29	3610.81	26	29.04	1216.91	195.05	1.72
t1396aep	10.77	15	272.8	7	0	10	5.7	15
t1463aep	92.09	1349	1287.1	7	98.95	859.99	1417.1	81
t1415aep	0	2	0	0	0	0	0	3.59
t1460aep	0	0	0	0	0	0	7	0
t1461aep	16.54	1.11	45.86	0	11.82	0	0	0
t1462aep	10.16	0	67.63	2	0	3	62.42	0
t1425aep	0	0	0	0	0	0	0	0
t1436aep	11.42	9	196.67	0	3.87	0	6.91	0
t24190aep	0	0	0	0	0	0	0	0
t1402aep	285.06	3.2	408.57	9	0	0	29.77	0
t1403aep	16.45	13.8	122.31	30.98	2	0	9.3	0
t1385aep	242.82	2616.28	1230.46	85.32	1957.06	422.57	489.78	94.47
t1386aep	19.66	319.14	33.6	17.17	496.31	55	179.42	8.21
t1387aep	0	4628.97	1342.13	9.03	0	443.28	35.9	0
t1388aep	192.71	896.9	9489.65	2.95	81.31	170.91	2346.8	1
t1384aep	854.07	14.7	52.14	14.01	435.69	0	15.33	1.97
t1448aep	94.51	6708.91	1008.55	63	69.85	1575.33	1025.81	10.99
t1426aep	377.83	2489.93	7613.05	12	71.76	472	1677.97	11
