# piRNA Counts Matrix - Teefy et al. - PIWI-piRNA pathway-mediated Transposable Element Repression in Hydra Somatic Stem Cells
#----------------------------------------------------------------------------
# 
# abbreviations: 	ID = Identity of Transcript
#					AS = Antisense-oriented mapping
#					S = Sense-orieented mapping
#					WT = Wild Type i.e. untreated Hydra
#					Colch = Colchicine Treated Hydra Samples
# 
# ID - transcript name, as assigned in Siebert et al., 2019
# Ecto_Hyli_AS.isoforms.results - Hyli antisense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Ectodermal tissue library and mapped to the Hydra transcriptome
# Ecto_Hyli_S.isoforms.results - Hyli sense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Ectodermal tissue library and mapped to the Hydra transcriptome
# Ecto_Hywi_AS.isoforms.results - Hywi antisense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Ectodermal tissue library and mapped to the Hydra transcriptome
# Ecto_Hywi_S.isoforms.results - Hywi sense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Ectodermal tissue library and mapped to the Hydra transcriptome
# Endo_Hyli_AS.isoforms.results - Hyli antisense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Endodermal tissue library and mapped to the Hydra transcriptome
# Endo_Hyli_S.isoforms.results - Hyli sense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Endodermal tissue library and mapped to the Hydra transcriptome
# Endo_Hywi_AS.isoforms.results - Hywi antisense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Endodermal tissue library and mapped to the Hydra transcriptome
# Endo_Hywi_S.isoforms.results - Hywi sense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Endodermal tissue library and mapped to the Hydra transcriptome
# Int_Hyli_AS.isoforms.results - Hyli antisense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Interstitial tissue library and mapped to the Hydra transcriptome
# Int_Hyli_S.isoforms.results - Hyli sense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Interstitial tissue library and mapped to the Hydra transcriptome
# Int_Hywi_AS.isoforms.results - Hywi antisense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Interstitial tissue library and mapped to the Hydra transcriptome
# Int_Hywi_S.isoforms.results - Hywi sense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Interstitial tissue library and mapped to the Hydra transcriptome
#----------------------------------------------------------------------------
#
"ID"	"Ecto_Hyli_AS.isoforms.results"	"Ecto_Hyli_S.isoforms.results"	"Ecto_Hywi_AS.isoforms.results"	"Ecto_Hywi_S.isoforms.results"	"Endo_Hyli_AS.isoforms.results"	"Endo_Hyli_S.isoforms.results"	"Endo_Hywi_AS.isoforms.results"	"Endo_Hywi_S.isoforms.results"	"Int_Hyli_AS.isoforms.results"	"Int_Hyli_S.isoforms.results"	"Int_Hywi_AS.isoforms.results"	"Int_Hywi_S.isoforms.results"
"162"	"t33740aep"	0	0	0	0	0	0	0	0	0	0	0	0
"163"	"t33735aep"	0	5	0	0	0	5	0	0	0	9	0	0
"164"	"t33736aep"	0	0	0	0	0	0	0	0	0	0	0	0
"165"	"t33730aep"	0	0	0	0	0	0	0	0	0	0	0	0
"166"	"t33733aep"	35.27	21	0	0	44.92	11	15	0	65.89	28	34	10
"167"	"t33738aep"	0	0	0	0	0	0	0	0	0	0	0	0
"168"	"t33732aep"	76.34	5	0	0	74.99	4	4	0	117.01	6	11.92	0
"169"	"t33734aep"	31.51	3	10.93	0	26.39	3	0	0	43.73	6	0	0
"170"	"t32697aep"	375.55	0	514.97	0	347.7	0	179.05	0	582.16	0	948.33	0
"171"	"t32689aep"	0	1	0	0	0	0	0	0	0	1	0	0
"172"	"t32686aep"	0	24	0	0	0	20	0	0	0	35	0	2
"173"	"t32685aep"	0	0	0	0	0	0	0	0	0	1	0	0
"174"	"t32698aep"	0	0	0	0	0	0	0	0	0	0	0	0
"175"	"t32696aep"	0	0	0	0	0	0	0	0	0	0	0	0
"176"	"t32692aep"	0	0	0	0	0	0	0	0	0	1	0	0
"177"	"t35250aep"	4.99	0	0	0	5.27	0	0	0	6.46	0	1.1	0
"178"	"t32694aep"	0	0	0	0	0	0	0	0	0	0	0	0
"179"	"t32693aep"	0	30	0	2	0	29	0	1	0	42	0	2
"180"	"t32695aep"	0	0	0	0	0	0	0	0	0	0	0	0
"181"	"t32687aep"	0	4	0	0	0	3	0	0	0	3	0	0
"182"	"t32691aep"	0	1	0	0	0	0	0	0	0	3	0	0
"183"	"t32688aep"	0	0	0	0	0	0	0	0	0	0	0	0
"184"	"t32690aep"	0	0	0	0	0	0	0	0	0	0	0	0
"185"	"t35868aep"	1	0	0	0	1	0	0	0	1	0	0	0
"186"	"t35856aep"	36	0	0	0	33	0	2	0	59	0	1	0
"187"	"t35873aep"	0	2	0	0	0	1	0	0	0	1	0	0
"188"	"t35871aep"	0	3	0	0	0	3	0	0	0	4	0	0
"189"	"t35249aep"	824	2	647	0	737.99	2	1169	3	1278.53	5	2349	3
"190"	"t35860aep"	0	1	0	0	0	1	0	0	0	1	0	0
"191"	"t35866aep"	0	2	0	0	0	4	0	0	0	5	0	0
"192"	"t35863aep"	0	7	0	0	0	6	0	0	0	12	0	0
"193"	"t35864aep"	12.47	0	0	0	12.44	0	2.6	0	18.61	0	0	0
"194"	"t35872aep"	0	0	0	0	0	0	0	0	0	1	0	0
"195"	"t35867aep"	0	0	0	0	0	0	0	0	0	0	0	0
"196"	"t35870aep"	0	7	0	0	0	5	0	0	0	11	0	0
"197"	"t35858aep"	1	1	0	0	2	0	0	0	2	2	0	0
"198"	"t35869aep"	0	2	0	0	0	2	0	0	0	3	0	0
"199"	"t35861aep"	0	6.44	0	0	0	9.54	0	0	0	12.99	0	0
"200"	"t35859aep"	0	0	0	0	0	0	0	0	0	0	0	0
"201"	"t35865aep"	0	0	0	0	0	0	0	0	0	0	0	0
"202"	"t35862aep"	0	2	0	0	0	1	0	0	0	1	0	0
"203"	"t35855aep"	0	2	0	0	0	3	0	0	0	5	0	0
"204"	"t35857aep"	0	0	0	0	0	0	0	0	0	0	0	0
"205"	"t35355aep"	49.06	0	45.79	0	40.3	1	2.02	0	92.81	4	102.9	0
"206"	"t35359aep"	0	2	0	0	0	3	0	0	0	2	0	0
"207"	"t35357aep"	0	0	0	0	0	0	0	0	0	0	0	0
"208"	"t35354aep"	0	1	0	0	0	1	0	0	0	1	0.84	0
"209"	"t35358aep"	0	0	0	0	0	0	0	0	0	0	0	0
"210"	"t35360aep"	1	0	0	0	1	0	0	0	0.99	0	0	0
"211"	"t35356aep"	0	0	0	0	0	0	0	0	0	0	0	0
"212"	"t35353aep"	0	0	0	0	0	0	0	0	0	1	0	0
"213"	"t33685aep"	0	0	0	0	0	0	0	0	0	0	0	0
"214"	"t33686aep"	0	0	0	0	0	0	0	0	0	0	0	0
"215"	"t33689aep"	0	0	0	0	0	0	0	0	0	0	0	0
"216"	"t33691aep"	0	0	0	0	0	0	0	0	0	0	0	0
"217"	"t33682aep"	0	6.65	0	0	0.91	7	0	0	0.85	7.11	0	0
"218"	"t33692aep"	0	0	0	0	0	0	0	0	0	0	0	0
"219"	"t33693aep"	0	0	0	0	0	0	0	0	0	0	0	0
"220"	"t33690aep"	0	3	0	0	0	2	0	0	0	3	0	0
"221"	"t33684aep"	0	0	0	0	0	0	0	0	0	0	0	0
"222"	"t33683aep"	0	0	0	0	0	0	0	0	0	0	0	0
"223"	"t33687aep"	0	0	0	0	0	0	0	0	0	0	0	0
"224"	"t33688aep"	0	0	0	0	0	0	0	0	0	0	0	0
"225"	"t37366aep"	0	0	0	0	0	0	0	0	0	0	0	0
"226"	"t37371aep"	0	2	0	0	0	2	0	0	0	2	0	0
"227"	"t37367aep"	0	0	0	0	0	0	0	0	0	0	0	0
"228"	"t37374aep"	0	0	0	0	0	0	0	0	0.9	0	0	0
"229"	"t37381aep"	0	0	0	0	0	0	0	0	0	0	0	0
"230"	"t37369aep"	2562.01	12	5453.77	0	2401.2	12	5209.03	6	3988.75	22	6484.5	0
"231"	"t37368aep"	0	1	0	0	0	1	0	0	0	1	0	0
"232"	"t37370aep"	0	0	0	0	0	0	0	0	0	0	0	0
"233"	"t37380aep"	0	75	0	10	0	59	0	1	0	114	0	3
"234"	"t37376aep"	179.41	2	37.82	0	160.29	2	140.38	0	274.47	2	141.53	0
"235"	"t37377aep"	0	0	0	0	0	0	0	0	0	0	0	0
"236"	"t37382aep"	0	0	0	0	0	0	0	0	0	0	0	0
"237"	"t37378aep"	122.45	0	328	0	101.44	1	151	0	193.47	4	34	0
"238"	"t37379aep"	11.47	0	0	0	14.59	0	1.95	0	24.8	0	18.05	0
"239"	"t37375aep"	21.33	5366.76	0	8640	18.32	4891.87	0	8001	29.3	8408.36	0	12471
"240"	"t37365aep"	0	1	0	0	0	1	0	0	0	1	0	0
"241"	"t37372aep"	53.51	5	2	0	56.54	1	44	0	99.54	4	133	0
"242"	"t37373aep"	0	1	0	0	0	1	0	0	0	0	0	0
"243"	"t32298aep"	0	0	0	0	0	0	0	0	0	0	0	0
"244"	"t32307aep"	0	0	0	0	0	0	0	0	0	0	0	0
"245"	"t32300aep"	0	0	0	0	0	0	0	0	0	0	0	0
"246"	"t32308aep"	0	0	0	0	0	0	0	0	0	0	0	0
"247"	"t32306aep"	2.11	0	0	0	2.15	0	0	0	1.89	0	0	0
"248"	"t32303aep"	0	4	0	0	0	3	0	0	0	6	0	0
"249"	"t32309aep"	0	1	0	0	0	2	0	0	0	2	0	0
"250"	"t32299aep"	285.81	5	235.08	0	240.4	3	242.41	0	449.85	7	1084.18	0
"251"	"t32310aep"	0	1	0	0	0	1	0	0	0	2	0	0
"252"	"t32305aep"	0	0	0	0	0	1	0	0	0	2	0	0
"253"	"t32302aep"	0	0	0	0	0	0	0	0	0	0	0	0
"254"	"t32301aep"	1	88	0	27	0	78	0	115	1	120	0	153
"255"	"t32304aep"	0	6	0	0	0	6	0	0	0	10	0	0
"256"	"t33476aep"	0	0	0	0	0	0	0	0	0	0	0	0
"257"	"t33482aep"	0	0	0	0	0	0	0	0	0	0	0	0
"258"	"t33480aep"	0	4	0	0	0	3	0	0	0	4	0	0
"259"	"t33477aep"	0	7	0	0	0	6	0	0	0	13	0	0
"260"	"t33471aep"	0	1	0	0	0	2	0	0	0	2	0	0
"261"	"t33469aep"	0	3	0	0	0	5	0	0	0	6	0	0
"262"	"t33470aep"	0	2	0	0	1	2	0	0	2.01	2	0	0
"263"	"t33472aep"	0	0	0	0	0	0	0	0	0	0	0	0
"264"	"t33467aep"	0	2	0	0	0	2	0	0	0	2	0	0
"265"	"t33479aep"	0	0	0	0	0	0	0	0	0	0	0	0
"266"	"t33473aep"	832.9	8	601.53	0	764.63	10	814	0	1341.93	13	1713	0
"267"	"t33478aep"	0	1	0	0	0	1	0	0	0	1	0	0
"268"	"t33468aep"	0	0	0	0	0	0	0	0	0	1	0	0
"269"	"t33475aep"	0	0	0	0	0	0	0	0	0	0	0	0
"270"	"t33474aep"	136.35	9	0	0	120.23	11	0	0	208.21	16	0	7
"271"	"t33481aep"	0	0	0	0	0	0	0	0	0	0	0	0
"272"	"t33076aep"	21.22	0	0	0	18.25	0	4.96	0	30.58	0	0	0
"273"	"t33081aep"	154.98	1	0	0	125.98	1	66	0	257.98	2	43	0
"274"	"t33074aep"	16.6	12.33	0	2.11	9.9	8.38	0	2.01	9.87	21.03	14.89	1.11
"275"	"t33075aep"	0	4.2	0	0	0	2.09	0	0	0	6.28	0	0
"276"	"t33079aep"	0	0	0	0	0	0	0	0	0	0	0	0
"277"	"t33080aep"	0	4	0	0	0	1	0	0	0	4	0	0
"278"	"t33083aep"	0	0	0	0	0	0	0	0	0	0	0	0
"279"	"t33086aep"	0	0	0	0	0	0	0	0	0	0	0	0
"280"	"t33084aep"	0	0	0	0	0	0	0	0	0	0	0	0
"281"	"t33085aep"	0	0	0	0	0	0	0	0	0	0	0	0
"282"	"t33077aep"	0	0	0	0	0	0	0	0	0	0	0	0
"283"	"t33078aep"	3.25	0	0	0	6.6	0	0	0	5.16	0	8.48	0
"284"	"t33082aep"	0	0	0	0	0	0	0	0	0	0	0	0
"285"	"t38019aep"	29.91	0	0	0	25.51	0	0	0	51.18	0	0	0
"286"	"t35251aep"	0.95	0	0	0	2.99	0	0	0	4.65	0	0	0
"287"	"t38023aep"	0	0	0	0	0	0	0	0	0	0	0	0
"288"	"t38017aep"	0	0	0	0	0	0	0	0	0	0	0	0
"289"	"t38018aep"	1.89	5	0	0	1.95	7	0	0	2.89	14	0	0
"290"	"t38022aep"	0	0	0	0	0	0	0	0	0	0	0	0
"291"	"t38020aep"	0	0	0	0	0	0	0	0	0	0	0	0
"292"	"t38015aep"	0	2	0	0	0	1	0	0	0	4	0	0
"293"	"t38016aep"	0	0	0	0	0	1	0	0	0	3	0	0
"294"	"t38021aep"	0	0	0	0	0	0	0	0	0	0	0	0
"295"	"t36732aep"	0	0	0	0	0	0	0	0	0	0	0	0
"296"	"t36731aep"	0	0	0	0	0	0	0	0	0	0	0	0
"297"	"t36730aep"	0	0	0	0	0	0	0	0	0	0	0	0
"298"	"t36728aep"	0	0	0	0	0	0	0	0	0	0	0	0
"299"	"t36729aep"	0	0	0	0	0	0	0	0	0	0	0	0
"300"	"t33587aep"	23.39	6	0.93	0	23.39	6	1.99	0	35.09	9	25.35	2
"301"	"t33586aep"	0	0	0	0	0	0	0	0	0	0	0	0
"302"	"t33581aep"	0	0	0	0	0	0	0	0	0	0	0	0
"303"	"t33588aep"	90.97	0	99	0	93.97	0	18.98	0	142	0	197	0
"304"	"t33578aep"	9.31	246	0	175	6.24	221	0	161	13.29	378.95	11.08	495
"305"	"t33579aep"	0	2	0	0	0	2	0	0	0	2	0	0
"306"	"t33589aep"	101.16	1598.05	98	2914.6	100.69	1424.18	112.67	1957	164.37	2442.83	158.44	3829.54
"307"	"t33583aep"	0	0	0	0	0	0	0	0	0	0	0	0
"308"	"t33580aep"	0	0	0	0	0	0	0	0	0	0	0	0
"309"	"t33585aep"	0	0	0	0	0	0	0	0	0	0	0	0
"310"	"t33584aep"	0	4	0	0	0	5	0	0	0	8	0	0
"311"	"t33582aep"	0	0	0	0	0	0	0	0	0	0	0	0
"312"	"t32805aep"	0	0	0	0	0	0	0	0	0	0	0	0
"313"	"t32813aep"	0	0	0	0	0	0	0	0	0	0	0	0
"314"	"t32812aep"	2597.93	5	2458.95	0	2358.62	4	2917.16	2	4128.21	9	4879.96	1
"315"	"t32816aep"	130.59	0	147.01	0	118.41	0	265.78	0	201.35	0	57.46	0
"316"	"t32817aep"	0	0	0	0	0	0	0	0	0	0	0	0
"317"	"t32806aep"	0	0	0	0	0	0	0	0	0	0	0	0
"318"	"t32818aep"	0	0	0	0	0	0	0	0	0	0	0	0
"319"	"t32807aep"	0	0	0	0	0	0	0	0	0	0	0	0
"320"	"t32814aep"	0	0	0	0	0	0	0	0	0	0	0	0
"321"	"t32820aep"	0	0	0	0	0	0	0	0	0	0	0	0
"322"	"t37014aep"	346.44	18.44	273.16	1	305.12	16.79	317.26	4	481.54	31.59	321.06	1.38
"323"	"t32811aep"	0	0	0	0	0	0	0	0	0	2	0	0
"324"	"t32809aep"	0	2	0	0	0	0	0	0	0	3	0	0
"325"	"t32815aep"	0	3	0	0	0	1	0	0	0	3	0	0
"326"	"t32819aep"	0	2	0	0	0	2	0	0	0	4	0	0
"327"	"t32808aep"	0	0	0	0	0	0	0	0	0	0	0	0
"328"	"t32810aep"	0	2	0	0	0	2	0	0	0	4	0	0
"329"	"t35725aep"	0	0	0	0	0	0	0	0	0	0	0	0
"330"	"t35726aep"	0	4	0	0	0	4	0	0	0	7	0	0
"331"	"t35727aep"	0	0	0	0	0	0	0	0	0	0	0	0
"332"	"t35729aep"	0	0	0	0	0	0	0	0	0	0	0	0
"333"	"t35724aep"	0	17.05	0	2.95	0	9.49	0	0	0	32.81	0	0
"334"	"t37012aep"	0	0	0	0	0	0	0	0	0	0	0	0
"335"	"t35722aep"	170	332	326	393	163	275	268	241	250	492	359	518
"336"	"t35728aep"	0	0	0	0	0	0	0	0	0	0	0	0
"337"	"t35723aep"	0	0	0	0	0	0	0	0	0	0	0	0
"338"	"t37009aep"	0	0	0	0	0	0	0	0	0	0	0	0
"339"	"t35721aep"	0	0	0	0	0	0	0	0	0	0	0	0
"340"	"t35980aep"	0	0	0	0	0	0	0	0	0	0	0	0
"341"	"t35979aep"	0	0	0	0	0	1	0	0	0	1	0	0
"342"	"t35987aep"	0	0	0	0	0	0	0	0	0	0	0	0
"343"	"t35981aep"	0	4	0	0	0	2	0	0	0	5	0	0
"344"	"t35991aep"	0	3	0	0	0	1	0	0	0	2	0	0
"345"	"t35978aep"	0	3	0	0	0	1	0	0	0	6	0	0
"346"	"t35990aep"	6	111	0	176	7	111	0	0	16.64	171	1	325
"347"	"t35986aep"	64.21	133	90	0	56.65	121	18	0	104.28	206	56.18	190
"348"	"t37010aep"	0	0	0	0	0	0	0	0	0	0	0	0
"349"	"t35994aep"	0	5613.54	0	329	0	5037.59	0	2790	1	8661.41	0	668
"350"	"t35982aep"	0	3	0	0	0	3	0	0	0	4	0	0
"351"	"t35993aep"	0	1	0	0	0	1	0	0	0	2	0	0
"352"	"t35983aep"	3.54	0	0	0	2.65	0	0	0	5.62	1	0	0
"353"	"t35995aep"	295.67	1	227.02	0	266.5	2	249	0	454.86	2	543	0
"354"	"t35988aep"	0	2	0	0	0	1	0	0	0	2	0	0
"355"	"t35989aep"	0	0	0	0	0	0	0	0	0	0	0	0
"356"	"t35992aep"	0	0	0	0	0	0	0	0	0	0	0	0
"357"	"t35984aep"	0	3	0	0	0	3	0	0	0	5	0	0
"358"	"t35985aep"	0	0	0	0	0	2	0	0	0	0	0	0
"359"	"t36967aep"	4	0	0	0	3	0	0	0	4	0	0	0
"360"	"t31648aep"	0	0	0	0	0	0	0	0	0	0	0	0
"361"	"t31653aep"	496.09	4	346.71	0	441.95	4	182.99	0	723.36	4	866.68	0
"362"	"t31644aep"	0	1	0	0	0	1	0	0	0	2	0	0
"363"	"t31645aep"	0	0	0	0	0	0	0	0	0	0	0	0
"364"	"t31649aep"	0	0	0	0	0	0	0	0	0	0	0	0
"365"	"t31655aep"	4.86	0	0	0	2.43	0	0	0	4.54	0	0	0
"366"	"t31654aep"	0	0	0	0	0	0	0	0	0	0	0	0
"367"	"t31651aep"	0	1	0	0	0	0	0	0	0	1	0	0
"368"	"t31650aep"	0	0	0	0	0	0	0	0	0	0	0	0
"369"	"t31646aep"	0	0	0	0	0	0	0	0	0	0	0	0
"370"	"t31652aep"	69.49	2	0	0	59.09	2	0	0	105.23	4	3.68	0
"371"	"t31647aep"	0	5	0	0	0	4	0	0	0	6	0	0
"372"	"t31656aep"	0	0	0	0	0	0	0	0	0	0	0	0
"373"	"t31657aep"	0	0	0	0	0	0	0	0	0	0	0	0
"374"	"t38635aep"	0	13	0	0	0	12	0	0	1	28	0	0
"375"	"t38649aep"	0	0	0	0	0	0	0	0	0	0	0	0
"376"	"t38637aep"	0	3	0	0	0	3	0	0	0	4	0	0
"377"	"t38640aep"	118.06	11	0	0	119.1	12	1	2	195.13	19	73	0
"378"	"t38651aep"	0	0	0	0	0	0	0	0	0	0	0	0
"379"	"t38641aep"	0	0	0	0	0	0	0	0	0	0	0	0
"380"	"t38642aep"	0	0	0	0	0	0	0	0	0	0	0	0
"381"	"t38633aep"	0	5	0	0	0	3	0	0	0	9	0	0
"382"	"t38650aep"	0	0	0	0	0	0	0	0	0	0	0	0
"383"	"t38638aep"	0	0	0	0	0	0	0	0	0	0	0	0
"384"	"t38645aep"	0	0	0	0	0	0	0	0	0	0	0	0
"385"	"t38636aep"	0	4	0	0	0	1	0	0	0	4	0	0
"386"	"t38630aep"	0	0	0	0	0	0	0	0	1	0	0	0
"387"	"t38647aep"	0	0	0	0	0	0	0	0	0	0	0	0
"388"	"t38646aep"	0	4	0	0	0	3	0	0	0	6	0	0
"389"	"t38643aep"	0	0	0	0	0	0	0	0	0	0	0	0
"390"	"t38634aep"	0	0	0	0	0	0	0	0	0	0	0	0
"391"	"t38639aep"	0	0	0	0	0	0	0	0	0	0	0	0
"392"	"t38631aep"	0	0	0	0	0	0	0	0	0	0	0	0
"393"	"t37013aep"	0	1	0	0	0	0	0	0	0	2	0	0
"394"	"t38632aep"	0	1	0	0	0	1	0	0	0	2	0	0
"395"	"t38648aep"	0	0	0	0	0	0	0	0	0	0	0	0
"396"	"t38644aep"	0	0	0	0	0	1	0	0	0	0	0	0
"397"	"t34435aep"	0	0	0	0	0	0	0	0	0	0	0	0
"398"	"t34431aep"	0	1	0	0	0	1	0	0	0	2	0	0
"399"	"t34434aep"	0	1	0	0	0	2	0	0	0	2	0	0
"400"	"t34438aep"	0	0	0	0	0	0	0	0	0	0	0	0
"401"	"t34436aep"	0	21	0	0	0	19	0	0	0	29	0	0
"402"	"t34437aep"	0	0	0	0	0	0	0	0	0	0	0	0
"403"	"t34433aep"	0	2	0	0	0	2	0	0	0	5	0	0
"404"	"t34432aep"	0	4	0	0	0	1	0	0	0	6	0	0
"405"	"t34426aep"	0	0	0	0	0	0	0	0	0	1	0	0
"406"	"t34428aep"	0	1	0	0	0	1	0	0	0	1	0	0
"407"	"t34430aep"	0	8	0	0	0	8	0	0	0	12	0	0
"408"	"t34429aep"	0	5	0	1	0	5	0	0	0	7	0	0
"409"	"t34427aep"	36	0	1	0	35	0	4	0	48	0	0	0
"410"	"t31843aep"	0	0	0	0	0	0	0	0	0	0	0	0
"411"	"t31846aep"	0	0	0	0	0	0	0	0	0	0	0	0
"412"	"t31851aep"	80.4	7.37	238.08	0	76.21	4.19	0	1.95	128.94	11.34	203.28	0
"413"	"t31850aep"	0	0	0	0	0	0	0	0	0	0	0	0
"414"	"t31844aep"	0	0	0	0	0	0	0	0	0	0	0	0
"415"	"t31852aep"	0	0	0	0	0	0	0	0	0	0	0	0
"416"	"t31842aep"	0	34	0	0	0	30	0	0	0	45	0	0
"417"	"t31849aep"	0	12	0	0	0	12	0	0	0	19	0	0
"418"	"t31847aep"	0	41	0	4	0	32	0	2	0	43	0	2
"419"	"t31845aep"	0	0	0	0	0	0	0	0	0	0	0	0
"420"	"t31848aep"	0	14	0	0	0	15	0	0	0	22	0	0
"421"	"t34798aep"	0	11	0	0	0	10	0	0	0	13	0	0
"422"	"t34802aep"	0	7	0	0	0	5	0	0	0	8	0	0
"423"	"t34800aep"	0	0	0	0	0	0	0	0	0	0	0	0
"424"	"t34793aep"	367.56	2.53	554.81	0	309.99	0	565.99	0	548.44	0	794.62	0
"425"	"t34796aep"	0	0	0	0	0	0	0	0	0	0	0	0
"426"	"t34792aep"	0	0	0	0	0	1	0	0	0	2	0	0
"427"	"t34801aep"	0	0	0	0	0	0	0	0	0	0	0	0
"428"	"t34803aep"	0	2	0	0	0	1	0	0	0	2	0	0
"429"	"t34791aep"	115.71	0	84.86	0	108.9	0	44.25	0	161.43	1	224.43	0
"430"	"t34790aep"	0	16	0	3	0	13	0	3	0	21	0	0
"431"	"t34797aep"	0	0	0	0	3.36	0	0	0	6.71	0	0	0
"432"	"t37011aep"	0	0	0	0	0	0	0	0	0	0	0	0
"433"	"t34795aep"	0	2.44	0	0	0	0.17	0	0	0	3.15	0	0
"434"	"t34794aep"	0	4	0	0	0	5	0	0	0	6	0	0
"435"	"t34799aep"	0	0	0	0	0	0	0	0	0	0	0	0
"436"	"t32481aep"	0	12	0	0	0	10	0	0	0	19	0	0
"437"	"t32471aep"	0	0	0	0	0	0	0	0	0	0	0	0
"438"	"t32473aep"	0	0	0	0	0	0	0	0	0	0	0	0
"439"	"t32482aep"	0	0	0	0	0	0	0	0	0	0	0	0
"440"	"t32474aep"	27.31	5	0	0	24.47	2	0	0	43.35	7	0	0
"441"	"t32479aep"	0	0	0	0	0	0	0	0	0	0	0	0
"442"	"t32478aep"	0	0	0	0	0	0	0	0	0	0	0	0
"443"	"t32475aep"	0	1	0	0	0	1	0	0	0	3	0	0
"444"	"t32469aep"	0	0	0	0	0	0	0	0	0	0	0	0
"445"	"t32477aep"	0	0	0	0	0	0	0	0	0	0	0	0
"446"	"t32472aep"	0	0	0	0	0	0	0	0	2.72	0	0	0
"447"	"t32480aep"	187.26	0	119.92	0	181.76	0	138.23	0	310.09	0	205.24	0
"448"	"t32470aep"	0	0	0	0	0	0	0	0	0	0	0	0
"449"	"t32483aep"	22.68	0	0	1	18.23	0	0	0	33.24	0	0	0
"450"	"t32476aep"	0	0	0	0	0	0	0	0	0	0	0	0
"451"	"t36971aep"	0	3	0	0	0	3	0	0	0	4	0	0
"452"	"t31232aep"	1628.54	3	2487	2	1464.55	2	2090.99	2	2508.3	3	3174.76	0
"453"	"t31222aep"	136.27	0	97.76	0	141.51	0	14.1	0	239.06	1	168.32	0
"454"	"t31228aep"	0	0	0	0	0	0	0	0	0	0	0	0
"455"	"t31229aep"	0	0	0	0	0	0	0	0	0	0	0	0
"456"	"t31224aep"	1	0	0	0	1	0	0	0	1	0	0	0
"457"	"t31223aep"	0	0	0	0	0	0	0	0	0	0	0	0
"458"	"t31220aep"	1876	4	4223	0	1742	5	3257	0	2877	9	5602	2
"459"	"t35201aep"	0	0	0	0	0	0	0	0	0	0	0	0
"460"	"t31226aep"	0	0	0	0	0	0	0	0	0	0	0	0
"461"	"t31227aep"	0	0	0	0	0	0	0	0	0	0	0	0
"462"	"t31225aep"	0	9	0	0	0	10	0	0	0	17	0	0
"463"	"t31221aep"	5.98	0	0	0	5.98	0	0	0	7.72	0	0	0
"464"	"t31230aep"	0	5	0	0	0	3	0	0	0	9	0	0
"465"	"t31231aep"	0	6	0	0	0	6	0	0	0	6	0	0
"466"	"t36649aep"	0	0	0	0	0	0	0	0	0	0	0	0
"467"	"t36662aep"	0	0	0	0	1	0	0	0	0	0	0	0
"468"	"t36664aep"	5.14	2	0	0	3.98	1	0	1	7.67	3	0	1
"469"	"t36658aep"	0	297	1	300	0	276	0	185	2	466	1	401
"470"	"t35200aep"	0	0	0	0	0	0	0	0	0	0	0	0
"471"	"t36661aep"	0	0	0	0	0	0	0	0	0	0	0	0
"472"	"t36656aep"	0	5	0	0	0	8	0	0	0	15	0	0
"473"	"t36652aep"	0	0	0	0	0	0	0	0	0	0	0	0
"474"	"t36651aep"	0	0	0	0	0	2	0	0	0	4	0	0
"475"	"t36655aep"	2.51	0	0	0	3.28	0	0	0	3	0	0	0
"476"	"t36659aep"	0	2	0	0	0	3	0	0	0	2	0	0
"477"	"t36660aep"	0.99	81	0	2	1	75	0	0	3.95	157	0	28
"478"	"t36653aep"	0	0	0	0	0	0	0	0	0	0	0	0
"479"	"t36650aep"	0	0	0	0	0	1	0	0	0	2	0	0
"480"	"t36663aep"	0	0	0	0	0	0	0	0	0	0	0	0
"481"	"t36654aep"	7699.9	9	15130.95	0	7043.7	11	14205.59	0	12034.51	15	17830.99	0
"482"	"t36657aep"	13.55	0	0.83	0	12.98	0	0	0	18.51	0	0	0
"483"	"t37819aep"	0	0	0	0	0	0	0	0	0	0	0	0
"484"	"t37815aep"	0	0	0	0	0	0	0	0	0	0	0	0
"485"	"t37810aep"	0	28	0	15	0	23	0	0	0	41	0	0
"486"	"t37812aep"	0	246.99	0	259	0	208	0	46	0.95	392.99	0	292
"487"	"t37808aep"	0	0	0	0	0	0	0	0	0	0	0	0
"488"	"t37814aep"	0	1	0	0	0	1	0	0	0	2	0	0
"489"	"t37809aep"	0	0	0	0	0	0	0	0	0	0	0	0
"490"	"t37817aep"	0	46	0	0	0	37	0	5	0	57	0	0
"491"	"t37818aep"	0	479	0	130	0	419	0	166	0	718	0	83
