# small RNA Count Table  - Teefy et al. - PIWI-piRNA pathway-mediated transposable element repression in Hydra somatic stem cells
#----------------------------------------------------------------------------
#
# abbreviations: 	ID = Identity of Transcript
#					AS = Antisense-oriented mapping
#					S = Sense-oriented mapping
# 
# ID - Transcript name, as assigned in Siebert et al., 2018
# Endo_Hyli_AS - raw Hyli antisense-mapped piRNA counts from the endodermal small RNA library mapped to the Hydra transcriptome
# Endo_Hyli_S - raw Hyli sense-mapped piRNA counts from the endodermal small RNA library mapped to the Hydra transcriptome
# Endo_Hywi_AS - raw Hywi antisense-mapped piRNA counts from the endodermal small RNA library mapped to the Hydra transcriptome
# Endo_Hywi_S - raw Hywi sense-mapped piRNA counts from the endodermal small RNA library mapped to the Hydra transcriptome
# Ecto_Hyli_AS - raw Hyli antisense-mapped piRNA counts from the ectodermal small RNA library mapped to the Hydra transcriptome
# Ecto_Hyli_S - raw Hyli sense-mapped piRNA counts from the ectodermal small RNA library mapped to the Hydra transcriptome
# Ecto_Hywi_AS - raw Hywi antisense-mapped piRNA counts from the ectodermal small RNA library mapped to the Hydra transcriptome
# Ecto_Hywi_S - raw Hywi sense-mapped piRNA counts from the ectodermal small RNA library mapped to the Hydra transcriptome
# Int_Hyli_AS - raw Hyli antisense-mapped piRNA counts from the interstitial small RNA library mapped to the Hydra transcriptome
# Int_Hyli_S - raw Hyli sense-mapped piRNA counts from the interstitial small RNA library mapped to the Hydra transcriptome
# Int_Hywi_AS - raw Hywi antisense-mapped piRNA counts from the interstitial small RNA library mapped to the Hydra transcriptome
# Int_Hywi_S - raw Hywi sense-mapped piRNA counts from the interstitial small RNA library mapped to the Hydra transcriptome
# 
#------------------------------------------------------------------------------------------------------------------------------------------------------
#
"ID" "Endo_Hyli_AS" "Endo_Hyli_S" "Endo_Hywi_AS" "Endo_Hywi_S" "Ecto_Hyli_AS" "Ecto_Hyli_S" "Ecto_Hywi_AS" "Ecto_Hywi_S" "Int_Hyli_AS" "Int_Hyli_S" "Int_Hywi_AS" "Int_Hywi_S"
"t26694aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26695aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26696aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26697aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26698aep" 0 0 0 0 0.535353535353535 0 0.444444444444444 0 0 0 0 0
"t26699aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t2669aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t266aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26700aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26701aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26702aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26703aep" 0 0 0 0 0 0 0 0 21 0 0 0
"t26704aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26705aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26706aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26707aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26708aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26709aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t2670aep" 0 7 0 0 0 0 0 0 0 20 4.66666666666667 0
"t26710aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26711aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26712aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26713aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26714aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26715aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26716aep" 10 0 24 0 0 0 0 0 0 8 0 0
"t26717aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26718aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26719aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t2671aep" 0 0 0 0 0 0 0 0 0 0 4.66666666666667 0
"t26720aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26721aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26722aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26723aep" 0 21 0 144 0 4 0 169 0 391 0 556
"t26724aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26725aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26726aep" 0 3 0 0 0 0 0 0 0 18 0 0
"t26727aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26728aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26729aep" 0 10 0 10 0 4.66666666666667 0 4.66666666666667 0.166666666666667 57.6666666666667 0 57.6666666666667
"t2672aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26730aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26731aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26732aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26733aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26734aep" 0 0 0 0 0 0 0 0 0 3 0 0
"t26735aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26736aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26737aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26738aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26739aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t2673aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26740aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26741aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26742aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26743aep" 0 0 0 0 0 0 0 0 30 0 0 0
"t26744aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26745aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26746aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26747aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26748aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26749aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t2674aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26750aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26751aep" 0 0 0 0 10 0 0 0 19 0 0 0
"t26752aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26753aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26754aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26755aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26756aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26757aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26758aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26759aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t2675aep" 0 0 0 0 0 0 0 0 0 69 0 0
"t26760aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26761aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26762aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26763aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26764aep" 0 0.31184094019158 0 0.113821138211382 0 0.0396039603960396 0 0 0 0.0999924017931768 0 0.0813008130081301
"t26765aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26766aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26767aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26768aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26769aep" 0 0 0 25 0 6 0 9 0 11 0 31
"t2676aep" 0 59.6666666666667 9 39 0 42.5 7 16.5 23 170.5 83 45
"t26770aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26771aep" 0 0 0 0 5 0 5 0 0 0 4 0
"t26772aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26773aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26774aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26775aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26776aep" 0 0 0 0 0 0 0 0 6.33333333333333 0 13 0
"t26777aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26778aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26779aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t2677aep" 0 0.666666666666667 0 0 0 0 0 0 0 0 0 0
"t26780aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26781aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26782aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26783aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26784aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26785aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26786aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26787aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26788aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26789aep" 0 0 0 0 0 0 0 0 0 19 0 1
"t2678aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26790aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26791aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26792aep" 0 0 0 29 0 9 0 17 0 0 0 31
"t26793aep" 0 0 0 0 0 0 0 0 1 0 0 0
"t26794aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26795aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26796aep" 0 0 0 0 0 2 0 6 0 4 0 38
"t26797aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26798aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26799aep" 0 0 0 0 0 0 0 0 8.5 0 0 0
"t2679aep" 0 23 0 2 0 29 0 0 0 1046 4 18
"t267aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26800aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26801aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26802aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26803aep" 6 0 0 0 0 0 0 0 7 0 0 0
"t26804aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26805aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26806aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26807aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26808aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26809aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t2680aep" 0 0 0 0 0 0 0.571428571428571 0 0 0 0 0
"t26810aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26811aep" 0 0 0 0 0 0 0 0 0 4 1.33333333333333 0
"t26812aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26813aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26814aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26815aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26816aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26817aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26818aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26819aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t2681aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26820aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26821aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26822aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26823aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26824aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26825aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26826aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26827aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26828aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26829aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t2682aep" 0 0 0 0 0 2 0 0 0 89 0 0
"t26830aep" 0 0 0 0 0 0 0 0 0 4 0 0
"t26831aep" 198 0 0 0 133 0 0 0 173 0 0 0
"t26832aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26833aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26834aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26835aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26836aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26837aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26838aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26839aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t2683aep" 0 0 0 0 0 2 0 0 0 92 0 0
"t26840aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26841aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26842aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26843aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26844aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26845aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26846aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26847aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26848aep" 0 0 0 0 0 0 0 0 0 0 0 9
"t26849aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t2684aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26850aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26851aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26852aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26853aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26854aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26855aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26856aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26857aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26858aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26859aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t2685aep" 0 0 0 0 0 0 0 0 0 8 24 0
"t26860aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26861aep" 62.5 0 0 0 39.5 0 0 0 184.5 0 0 0
"t26862aep" 19 4 24.5 0 15 4 15 0 83.5 93.5 83.5 0
"t26863aep" 19 0 24.5 0 15 0 15 0 83.5 13.5 83.5 0
"t26864aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26865aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26866aep" 0 0 0 3 0 0 0 0 0 6 0 8
"t26867aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26868aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26869aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t2686aep" 8 0 12 0 0 0 0 0 16 28 157 16
"t26870aep" 0 0 0 0 0 0 0 0 4 0 0 0
"t26871aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26872aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26873aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26874aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26875aep" 0 0 0 0 0 0 0 0 0 8 0 0
"t26876aep" 5 5.5 5 3 0 3.33333333333333 8 3.33333333333333 66 116.833333333333 114 38.3333333333333
"t26877aep" 0 3 0 3 0 1.33333333333333 0 1.33333333333333 0 84.3333333333333 0 33.8333333333333
"t26878aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26879aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t2687aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26880aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26881aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26882aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26883aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26884aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26885aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26886aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26887aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26888aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26889aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t2688aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26890aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26891aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26892aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26893aep" 0 0 0 0 0 1 0 0 0 31 0 17
"t26894aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26895aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26896aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26897aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26898aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26899aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t2689aep" 0 2 0 0 0 1 0 0 0 5 2 1
"t268aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26900aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26901aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26902aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26903aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26904aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26905aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26906aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26907aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26908aep" 0 0 0 0 0 0 0 0 4.86666666666667 0 4 0
"t26909aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t2690aep" 0 0 0 0 0 0 0 0 0 2 0 0
"t26910aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26911aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26912aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26913aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26914aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26915aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26916aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26917aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26918aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26919aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t2691aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26920aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26921aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26922aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26923aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26924aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26925aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26926aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26927aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26928aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26929aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t2692aep" 0 0 0 0 0 0 0 0 0 0 3 0
"t26930aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26931aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26932aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26933aep" 0 0 0 0 0 0 0 0 1 0 2 0
"t26934aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26935aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26936aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26937aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26938aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26939aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t2693aep" 0 0 0 0 0 0 0 0 0 4 0 0
"t26940aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26941aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26942aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26943aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26944aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26945aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26946aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26947aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26948aep" 0 27 0 0 0 3 0 0 0 3 0 0
"t26949aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t2694aep" 0 0 1 0 0 0 0 0 0 1.5 0 0
"t26950aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26951aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26952aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26953aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26954aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26955aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26956aep" 0 2 0 0 0 0 0 0 0 6 0 0
"t26957aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26958aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26959aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t2695aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26960aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26961aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26962aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26963aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26964aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26965aep" 0 0 2 0 0 0 0 0 0 0 0 0
"t26966aep" 0 11 0 0 0 6.33333333333333 0 0 0 168.5 0 0
"t26967aep" 3.14285714285714 3 0.142857142857143 3 0 0 0 0 0.233766233766234 2 0 2
"t26968aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26969aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t2696aep" 0 0 0 0 0 0 0 0 0 19 0 55
"t26970aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26971aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26972aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26973aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26974aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26975aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26976aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26977aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26978aep" 0 0 0 0 0 0 0 0 0 11 0 0
"t26979aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t2697aep" 0 0 36 0 0 0 0 0 0 20 149 0
"t26980aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26981aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26982aep" 0 0 0 0 0 0 0 0 14 0 14 0
"t26983aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26984aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26985aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26986aep" 0 2 0 0 0 0 0 0 0 0 0 0
"t26987aep" 0 0 0 0 0 0 0 0 0 3 0 0
"t26988aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26989aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t2698aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26990aep" 0 4 0 4 0 13 0 13 0 14 0 14
"t26991aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26992aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26993aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26994aep" 5 0 0 0 9 0 0 0 8 0 0 0
"t26995aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26996aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26997aep" 0 0.0569105691056911 0 0.0569105691056911 0 0 0 0 0 0.0593419952891118 0 0.040650406504065
"t26998aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26999aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t2699aep" 0 0 0 0 0 0 0 0 0 1.5 0 0
"t269aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t26aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t27000aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t27001aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t27002aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t27003aep" 0 243.5 0 243.5 0 99 0 99 0 1108.5 0 1111.5
"t27004aep" 0 0 0 0 0 1 0 0 0 7 0 0
"t27005aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t27006aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t27007aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t27008aep" 0 127 0 168 0 78 0 132 17 779 16 1661
"t27009aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t2700aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t27010aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t27011aep" 0 0 0 0 0 0 0 0 17 0 17 0
"t27012aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t27013aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t27014aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t27015aep" 0 45 0 35 0 21 0 19 24.6666666666667 239.5 31.6666666666667 30.5
"t27016aep" 0 77 0 4 0 29 0 0 32.6666666666667 294.5 48.6666666666667 19.5
"t27017aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t27018aep" 0 8 5 0 0 2 0 2 0 128 6 59
"t27019aep" 0 29 5 57 0 16 0 31 0 316 4 371
"t2701aep" 0 0 0 0 0 3 0 0 0 14.5 0 5
"t27020aep" 0 3.08333333333333 8 0 0 2 0 0.333333333333333 0 13.9166666666667 4 2
"t27021aep" 40 3.08333333333333 40 0 17 1 17 0.333333333333333 93 13.9166666666667 106 2
"t27022aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t27023aep" 0 0 0 0 0 0 0 0 4.5 0 0 0
"t27024aep" 4.63333333333333 3653.08333333333 2.8 4033.08333333333 1.3 3810.83333333333 0.666666666666667 4744.41666666667 113.703968253968 11272.25 194.472222222222 16963.0833333333
"t27025aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t27026aep" 0 0 0 1.5 5.25 0 7.25 0 99 24.3333333333333 57.1666666666667 0
"t27027aep" 0 0 0 0 0 0 0 0 0 0 12 0
"t27028aep" 0 0 0 0 2 0 5 0 5 1 10.5 0
"t27029aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t2702aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t27030aep" 2.58333333333333 5 2.58333333333333 0 4.75 3.6 5.19444444444444 0 14.5555555555556 14.6666666666667 20.3888888888889 1.33333333333333
"t27031aep" 0 2.33333333333333 0 2.33333333333333 0 0 0 0 0 35.3333333333333 0 33
"t27032aep" 0 0 0 0 0 0 0 0 0 138 9 33
"t27033aep" 0 3 0 19 0 0 0 0 0 0 0 0
"t27034aep" 0 3 0 24.5 0 0 0 3.66666666666667 8.5 6 0 102.833333333333
"t27035aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t27036aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t27037aep" 493.272727272727 2 0 0 157 2 0 0.285714285714286 456.409090909091 313.5 0 81
"t27038aep" 0 62 0 62 0 55 0 55 0 888 0 888
"t27039aep" 0 5 0 0 0 3 0 0 0 20 96 0
"t2703aep" 2.52380952380952 0 0 0 4.95238095238095 0.4 0 0 34.2380952380952 0.8 0 0
"t27040aep" 27 29 33 22 25 14 34 14 444 150 684.2 18
"t27041aep" 0 0 36 0 0 2 4 0 0 0 5 0
