# small RNA Count Table  - Teefy et al. - PIWI-piRNA pathway-mediated transposable element repression in Hydra somatic stem cells
#----------------------------------------------------------------------------
#
# abbreviations: 	ID = Identity of Transcript
#					AS = Antisense-oriented mapping
#					S = Sense-oriented mapping
# 
# ID - Transcript name, as assigned in Siebert et al., 2018
# Endo_Hyli_AS - raw Hyli antisense-mapped piRNA counts from the endodermal small RNA library mapped to the Hydra transcriptome
# Endo_Hyli_S - raw Hyli sense-mapped piRNA counts from the endodermal small RNA library mapped to the Hydra transcriptome
# Endo_Hywi_AS - raw Hywi antisense-mapped piRNA counts from the endodermal small RNA library mapped to the Hydra transcriptome
# Endo_Hywi_S - raw Hywi sense-mapped piRNA counts from the endodermal small RNA library mapped to the Hydra transcriptome
# Ecto_Hyli_AS - raw Hyli antisense-mapped piRNA counts from the ectodermal small RNA library mapped to the Hydra transcriptome
# Ecto_Hyli_S - raw Hyli sense-mapped piRNA counts from the ectodermal small RNA library mapped to the Hydra transcriptome
# Ecto_Hywi_AS - raw Hywi antisense-mapped piRNA counts from the ectodermal small RNA library mapped to the Hydra transcriptome
# Ecto_Hywi_S - raw Hywi sense-mapped piRNA counts from the ectodermal small RNA library mapped to the Hydra transcriptome
# Int_Hyli_AS - raw Hyli antisense-mapped piRNA counts from the interstitial small RNA library mapped to the Hydra transcriptome
# Int_Hyli_S - raw Hyli sense-mapped piRNA counts from the interstitial small RNA library mapped to the Hydra transcriptome
# Int_Hywi_AS - raw Hywi antisense-mapped piRNA counts from the interstitial small RNA library mapped to the Hydra transcriptome
# Int_Hywi_S - raw Hywi sense-mapped piRNA counts from the interstitial small RNA library mapped to the Hydra transcriptome
# 
#------------------------------------------------------------------------------------------------------------------------------------------------------
#
"ID" "Endo_Hyli_AS" "Endo_Hyli_S" "Endo_Hywi_AS" "Endo_Hywi_S" "Ecto_Hyli_AS" "Ecto_Hyli_S" "Ecto_Hywi_AS" "Ecto_Hywi_S" "Int_Hyli_AS" "Int_Hyli_S" "Int_Hywi_AS" "Int_Hywi_S"
"t1610aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16110aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16111aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16112aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16113aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16114aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16115aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16116aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16117aep" 0 0 0 0 0 0 0 0 0 3 0 0
"t16118aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16119aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t1611aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16120aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16121aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16122aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16123aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16124aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16125aep" 0 0 0 0 0 0 24.5 0 0 0 3 0
"t16126aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16127aep" 0 0 0 0 0 0 24.5 0 0 7 16 7
"t16128aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16129aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t1612aep" 0 0 0 0 0 0 0 0 21 0 21 0
"t16130aep" 0 172 0 184 7 12 0 8 35 465.5 35 464
"t16131aep" 0 45.6666666666667 2 36 0 20 0 12 0 344.666666666667 40.5 181.666666666667
"t16132aep" 4.85 228 3.25 228 3.45 19 5.25 19 11.85 688.166666666667 17.75 677.166666666667
"t16133aep" 0 0 0 0 0 0 0 0 5 0 29.5 0
"t16134aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16135aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16136aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16137aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16138aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16139aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t1613aep" 95 0 0 0 751 0 0 0 2303 0 0 0
"t16140aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16141aep" 0 0 0 0 0 0 0 0 0 6 14 0
"t16142aep" 0 0 0 0 0 0 0 0 0 4 0 0
"t16143aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16144aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16145aep" 0 0 0 0 0 0 0 0 0 2 0 0
"t16146aep" 3 31 8 10.5 0 6.5 2 5.5 46.5 94.5 92.5 76
"t16147aep" 3 12 3 10.5 0 6.5 2 5.5 38.5 84.5 75.5 70
"t16148aep" 0 74 12 70 0 18 0 18 13.5 410.5 16 343
"t16149aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t1614aep" 10.5 0 10.5 0 4 0 1.5 0 9 0 5 0
"t16150aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16151aep" 0 0 0 0 0 0 0 0 0 3 0 0
"t16152aep" 0 0 0 0 0 0 0 0 6 4 23 0
"t16153aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16154aep" 0 128 0 204 0 38 0 80 0 637 0 847
"t16155aep" 0 0 0 0 0 0 0 0 0 34 0 0
"t16156aep" 0 100 0 53 0 76 0 37 0 2201 17 777
"t16157aep" 0 0 0 0 0 0 0 0 0 1.5 0 0
"t16158aep" 0 0 4 0 0 0 0 0 0 1 0 0
"t16159aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t1615aep" 0 7 4 3 0 40 0 28 14 21 40 15
"t16160aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16161aep" 0 4 0 0 0 2 0 0 76.5 95.8333333333333 144 11.6666666666667
"t16162aep" 0 7 0 0 0 6 0 0 76.5 106.333333333333 144 10.6666666666667
"t16163aep" 0 0 0 0 0 0 0 0 0 43.1666666666667 10 11.6666666666667
"t16164aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16165aep" 16 0 19.6666666666667 0 11.5 0 16.5 0 27.1666666666667 0 57.1666666666667 0
"t16166aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16167aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16168aep" 0 5 0 5 0 0 0 0 0 21 0 0
"t16169aep" 0 5 0 3 0 16 0 5 0 86 0 25
"t1616aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16170aep" 0 12 0 3 0 4 0 0 0 124 0 71
"t16171aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16172aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16173aep" 0 0 0 0 0 1 0 0 0 0 0 0
"t16174aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16175aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16176aep" 0 2 2.5 0 0 1.5 0 0 0 3 0 0
"t16177aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16178aep" 0 0 0 0 0 0 0 0 0 0 4.5 0
"t16179aep" 9.33333333333333 0 9.33333333333333 0 0 0 0 0 63.3333333333333 0 62.8333333333333 0
"t1617aep" 0 0 0 0 0 0 0 0 0 5 8 5
"t16180aep" 0 0 0 0 0 0 16 0 29 3 46 0
"t16181aep" 0 0 0 0 0 0 0 0 0 10 0 0
"t16182aep" 0 37 0 29 0 7 0 0 0 67 6 21
"t16183aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16184aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16185aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16186aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16187aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16188aep" 0 6 0 28 0 0 0 0 0 0 0 3
"t16189aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t1618aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16190aep" 0 0 5 0 0 0 4 0 25 23 51 20
"t16191aep" 0 12 0 12 0 0 0 0 0 18 0 7
"t16192aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16193aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16194aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16195aep" 0 0 0 0 0 0 0 0 0 14 0 0
"t16196aep" 0 63.5 0 61.5 0 39.5 0 38 0 198.5 0 135
"t16197aep" 0 1.5 5 2.5 0 3.5 0 7 7 16.5 119 32
"t16198aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16199aep" 0 0 0 0 0 0 0 0 0 11 0 0
"t1619aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t161aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16200aep" 327 0 327 0 57 0 57 0 188 0 188 0
"t16201aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16202aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16203aep" 0 4 0 0 0 0 0 0 0 11 0 4
"t16204aep" 0 0 0 0 0 0 0 0 0 0 5 0
"t16205aep" 0 0 0 0 0 0 0 0 0 37.5 0 0
"t16206aep" 0 18 0 17 0 2.66666666666667 0 0 0 383 0 343
"t16207aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16208aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16209aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t1620aep" 0 0 0 0 0 0 0 0 90 0 150 0
"t16210aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16211aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16212aep" 0 1.5 0 0 0 0 0 0 0 0 0 0
"t16213aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16214aep" 0 35 4 10 0 61 0 14 5 327 19 60
"t16215aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16216aep" 2 6 8 0 0 1.5 0 1.5 0 29.5 0 22
"t16217aep" 2 95 8 10 0 166.5 7 1.5 47 1382.5 173 67
"t16218aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16219aep" 26 0 0 0 0 0 0 0 8 0 0 0
"t1621aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16220aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16221aep" 0 6 8 11 0 3 0 4 16 31 31 37
"t16222aep" 0 1 0 0 0 0 0 0 0 1 0 0
"t16223aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16224aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16225aep" 0 0 0 0 0 0 0 0 0 30 0 0
"t16226aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16227aep" 0 15.5 0 0 0 0 0 0 0 6 0 0
"t16228aep" 4 1.5592047009579 4 0.569105691056911 0 0.198019801980198 0 0 182 17.839573799045 196 0.88642414496073
"t16229aep" 0 0 0 0 0 0 0 0 7.66666666666667 0 0 0
"t1622aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16230aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16231aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16232aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16233aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16234aep" 0 0 0 0 2.33333333333333 0 2.33333333333333 0 1.75 0 1.75 0
"t16235aep" 0 5 0 0 0 3.5 0 2 0 0 0 0
"t16236aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16237aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16238aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16239aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t1623aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16240aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16241aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16242aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16243aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16244aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16245aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16246aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16247aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16248aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16249aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t1624aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16250aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16251aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16252aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16253aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16254aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16255aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16256aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16257aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16258aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16259aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t1625aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16260aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16261aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16262aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16263aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16264aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16265aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16266aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16267aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16268aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16269aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t1626aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16270aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16271aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16272aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16273aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16274aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16275aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16276aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16277aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16278aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16279aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t1627aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16280aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16281aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16282aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16283aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16284aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16285aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16286aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16287aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16288aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16289aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t1628aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16290aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16291aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16292aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16293aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16294aep" 0 16 0 2 0 0 0 0 0 0 0 0
"t16295aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16296aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16297aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16298aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16299aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t1629aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t162aep" 0 0 0 0 0 0 0 0 11 0 22 0
"t16300aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16301aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16302aep" 0 0 0 0 0 0 0 0 7 0 11 0
"t16303aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16304aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16305aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16306aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16307aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16308aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16309aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t1630aep" 0 0 0 0 0 0 0 0 0 4 0 0
"t16310aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16311aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16312aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16313aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16314aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16315aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16316aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16317aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16318aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16319aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t1631aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16320aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16321aep" 0 0 0 0 1 0 1 0 0 0 0 0
"t16322aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16323aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16324aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16325aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16326aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16327aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16328aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16329aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t1632aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16330aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16331aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16332aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16333aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16334aep" 0 0 0 2 0 0 0 4 0 0 0 0
"t16335aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16336aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16337aep" 0 0 0 0 0 0 2.5 0 0 0 0 0
"t16338aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16339aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t1633aep" 0 0 0 0 0 0 0 0 21 0 0 0
"t16340aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16341aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16342aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16343aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16344aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16345aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16346aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16347aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16348aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16349aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t1634aep" 0 0 0 0 0 0 0 0 21 0 0 0
"t16350aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16351aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16352aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16353aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16354aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16355aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16356aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16357aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16358aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16359aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t1635aep" 0 0 0 0 0 0 0 0 5 0 0 0
"t16360aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16361aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16362aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16363aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16364aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16365aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16366aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16367aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16368aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16369aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t1636aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16370aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16371aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16372aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16373aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16374aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16375aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16376aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16377aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16378aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16379aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t1637aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16380aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16381aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16382aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16383aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16384aep" 37 0 37 0 8 0 8 0 13 0 13 0
"t16385aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16386aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16387aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16388aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16389aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t1638aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16390aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16391aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16392aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16393aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16394aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16395aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16396aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16397aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16398aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16399aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t1639aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t163aep" 15 20 15 0 12 7 12 0 4 165 4 0
"t16400aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16401aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16402aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16403aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16404aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16405aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16406aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16407aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16408aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16409aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t1640aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16410aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16411aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16412aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16413aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16414aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16415aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16416aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16417aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16418aep" 7 0 0 0 24 0 0 0 40 0 0 0
"t16419aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t1641aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16420aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16421aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16422aep" 0 0 0 0 0 0 0 0 0 0 21 0
"t16423aep" 0 0 0 0 0 0 1.5 0 0 18 0 0
"t16424aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16425aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16426aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16427aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16428aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16429aep" 0 0 0 0 0 0 0 0 0 0 0 9
"t1642aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16430aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16431aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16432aep" 0 0 0 0 0 0 2.5 0 0 0 7 0
"t16433aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16434aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16435aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16436aep" 0 0 0 4 0 0 0 11 0 0 0 3
"t16437aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16438aep" 0 0 32 0 0 0 4 0 0 0 5 0
"t16439aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t1643aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16440aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16441aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16442aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16443aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16444aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16445aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16446aep" 0 0 0 0 0 0 0 0 0 4 0 0
"t16447aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16448aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16449aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t1644aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16450aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16451aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16452aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16453aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16454aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16455aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16456aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16457aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16458aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16459aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t1645aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16460aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16461aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16462aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16463aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16464aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16465aep" 0 0 0 0 0 0 0 0 0 0 0 0
"t16466aep" 0 0 0 0 0 0 0 0 0 0 0 0
