# Ping Pong Matrix  - Teefy et al. - PIWI-piRNA pathway-mediated transposable element repression in Hydra somatic stem cells
#----------------------------------------------------------------------------
#
# abbreviations: 	ID = Identity of Transcript
#					Ping_Pong = Reciprocal method of PIWI-mediated RNA destruction
#					Inverse = Ping-Pong between non-canonical PIWI pairs (i.e. Hywi S/Hyli AS)
#					Epi = Epithelial
#					Whole =  Occuring in the whole or WT Hydra
# 
# ID - Transcript name, as assigned in Siebert et al., 2018
# Whole_Ping_Pong - TRUE if at least one Hywi AS/Hyli S Ping-Pong hit occurs on the transcript in whole Hydra, else FALSE
# Epi_Ping_Pong - TRUE if at least one Hywi AS/Hyli S Ping-Pong hit occurs on the transcript in epithelial Hydra, else FALSE
# Whole_Ping_Pong_Inverse - TRUE if at least one Hywi S/Hyli AS Ping-Pong hit occurs on the transcript in whole Hydra, else FALSE
# Epi_Ping_Pong_Inverse - TRUE if at least one Hywi S/Hyli AS Ping-Pong hit occurs on the transcript in epithelial Hydra, else FALSE
# 
#------------------------------------------------------------------------------------------------------------------------------------------------------
#
"ID" "Whole_Ping_Pong" "Epi_Ping_Pong" "Whole_Ping_Pong_Inverse" "Epi_Ping_Pong_Inverse"
"10325" "t19296aep" FALSE FALSE FALSE FALSE
"10326" "t19297aep" FALSE FALSE FALSE FALSE
"10327" "t19298aep" FALSE FALSE FALSE FALSE
"10328" "t19299aep" FALSE FALSE FALSE FALSE
"10329" "t1929aep" FALSE FALSE FALSE FALSE
"10330" "t192aep" FALSE FALSE FALSE FALSE
"10331" "t19300aep" FALSE FALSE FALSE FALSE
"10332" "t19301aep" FALSE FALSE FALSE FALSE
"10333" "t19302aep" FALSE FALSE FALSE FALSE
"10334" "t19303aep" FALSE FALSE FALSE FALSE
"10335" "t19304aep" FALSE FALSE FALSE FALSE
"10336" "t19305aep" FALSE FALSE FALSE FALSE
"10337" "t19306aep" FALSE FALSE FALSE FALSE
"10338" "t19307aep" FALSE FALSE FALSE FALSE
"10339" "t19308aep" FALSE FALSE FALSE FALSE
"10340" "t19309aep" FALSE FALSE FALSE FALSE
"10341" "t1930aep" FALSE FALSE FALSE FALSE
"10342" "t19310aep" FALSE FALSE FALSE FALSE
"10343" "t19311aep" FALSE FALSE FALSE FALSE
"10344" "t19312aep" FALSE FALSE FALSE FALSE
"10345" "t19313aep" FALSE FALSE FALSE FALSE
"10346" "t19314aep" FALSE FALSE FALSE FALSE
"10347" "t19315aep" FALSE FALSE FALSE FALSE
"10348" "t19316aep" FALSE FALSE FALSE FALSE
"10349" "t19317aep" FALSE FALSE FALSE FALSE
"10350" "t19318aep" FALSE FALSE FALSE FALSE
"10351" "t19319aep" FALSE FALSE FALSE FALSE
"10352" "t1931aep" FALSE FALSE FALSE FALSE
"10353" "t19320aep" FALSE FALSE FALSE FALSE
"10354" "t19321aep" FALSE FALSE FALSE FALSE
"10355" "t19322aep" FALSE FALSE FALSE FALSE
"10356" "t19323aep" FALSE FALSE FALSE FALSE
"10357" "t19324aep" FALSE FALSE FALSE FALSE
"10358" "t19325aep" FALSE FALSE FALSE FALSE
"10359" "t19326aep" FALSE FALSE FALSE FALSE
"10360" "t19327aep" FALSE FALSE FALSE FALSE
"10361" "t19328aep" FALSE FALSE FALSE FALSE
"10362" "t19329aep" FALSE FALSE FALSE FALSE
"10363" "t1932aep" FALSE FALSE FALSE FALSE
"10364" "t19330aep" FALSE FALSE FALSE FALSE
"10365" "t19331aep" FALSE FALSE FALSE FALSE
"10366" "t19332aep" FALSE FALSE FALSE FALSE
"10367" "t19333aep" FALSE FALSE FALSE FALSE
"10368" "t19334aep" FALSE FALSE FALSE FALSE
"10369" "t19335aep" FALSE FALSE FALSE FALSE
"10370" "t19336aep" FALSE FALSE FALSE FALSE
"10371" "t19337aep" FALSE FALSE FALSE FALSE
"10372" "t19338aep" FALSE FALSE FALSE FALSE
"10373" "t19339aep" FALSE FALSE FALSE FALSE
"10374" "t1933aep" FALSE FALSE FALSE FALSE
"10375" "t19340aep" FALSE FALSE FALSE FALSE
"10376" "t19341aep" FALSE FALSE FALSE FALSE
"10377" "t19342aep" FALSE FALSE FALSE FALSE
"10378" "t19343aep" FALSE FALSE FALSE FALSE
"10379" "t19344aep" FALSE FALSE FALSE FALSE
"10380" "t19345aep" FALSE FALSE FALSE FALSE
"10381" "t19346aep" TRUE FALSE TRUE TRUE
"10382" "t19347aep" FALSE FALSE FALSE FALSE
"10383" "t19348aep" FALSE FALSE FALSE FALSE
"10384" "t19349aep" FALSE FALSE FALSE FALSE
"10385" "t1934aep" FALSE FALSE FALSE FALSE
"10386" "t19350aep" FALSE FALSE FALSE FALSE
"10387" "t19351aep" FALSE FALSE FALSE FALSE
"10388" "t19352aep" FALSE FALSE FALSE FALSE
"10389" "t19353aep" FALSE FALSE FALSE FALSE
"10390" "t19354aep" FALSE FALSE FALSE FALSE
"10391" "t19355aep" FALSE FALSE FALSE FALSE
"10392" "t19356aep" FALSE FALSE FALSE FALSE
"10393" "t19357aep" FALSE FALSE FALSE FALSE
"10394" "t19358aep" FALSE FALSE FALSE FALSE
"10395" "t19359aep" FALSE FALSE FALSE FALSE
"10396" "t1935aep" FALSE FALSE FALSE FALSE
"10397" "t19360aep" FALSE FALSE FALSE FALSE
"10398" "t19361aep" FALSE FALSE FALSE FALSE
"10399" "t19362aep" FALSE FALSE FALSE FALSE
"10400" "t19363aep" FALSE FALSE FALSE FALSE
"10401" "t19364aep" FALSE FALSE FALSE FALSE
"10402" "t19365aep" FALSE FALSE FALSE FALSE
"10403" "t19366aep" FALSE FALSE FALSE FALSE
"10404" "t19367aep" FALSE FALSE FALSE FALSE
"10405" "t19368aep" FALSE FALSE FALSE FALSE
"10406" "t19369aep" FALSE FALSE FALSE FALSE
"10407" "t1936aep" FALSE FALSE FALSE FALSE
"10408" "t19370aep" FALSE FALSE FALSE FALSE
"10409" "t19371aep" FALSE FALSE FALSE FALSE
"10410" "t19372aep" FALSE FALSE FALSE FALSE
"10411" "t19373aep" FALSE FALSE FALSE FALSE
"10412" "t19374aep" FALSE FALSE FALSE FALSE
"10413" "t19375aep" FALSE FALSE FALSE FALSE
"10414" "t19376aep" FALSE FALSE FALSE FALSE
"10415" "t19377aep" FALSE FALSE FALSE FALSE
"10416" "t19378aep" FALSE FALSE FALSE FALSE
"10417" "t19379aep" FALSE FALSE FALSE FALSE
"10418" "t1937aep" FALSE FALSE FALSE FALSE
"10419" "t19380aep" TRUE FALSE TRUE FALSE
"10420" "t19381aep" FALSE FALSE FALSE FALSE
"10421" "t19382aep" FALSE FALSE FALSE FALSE
"10422" "t19383aep" FALSE FALSE FALSE FALSE
"10423" "t19384aep" FALSE FALSE FALSE FALSE
"10424" "t19385aep" FALSE FALSE FALSE FALSE
"10425" "t19386aep" FALSE FALSE FALSE FALSE
"10426" "t19387aep" FALSE FALSE FALSE FALSE
"10427" "t19388aep" FALSE FALSE FALSE FALSE
"10428" "t19389aep" FALSE FALSE FALSE FALSE
"10429" "t1938aep" FALSE FALSE FALSE FALSE
"10430" "t19390aep" FALSE FALSE FALSE FALSE
"10431" "t19391aep" FALSE FALSE FALSE FALSE
"10432" "t19392aep" FALSE FALSE FALSE FALSE
"10433" "t19393aep" FALSE FALSE FALSE FALSE
"10434" "t19394aep" FALSE FALSE FALSE FALSE
"10435" "t19395aep" FALSE FALSE FALSE FALSE
"10436" "t19396aep" FALSE FALSE FALSE FALSE
"10437" "t19397aep" FALSE FALSE FALSE FALSE
"10438" "t19398aep" FALSE FALSE FALSE FALSE
"10439" "t19399aep" FALSE FALSE FALSE FALSE
"10440" "t1939aep" FALSE FALSE FALSE FALSE
"10441" "t193aep" FALSE FALSE FALSE FALSE
"10442" "t19400aep" FALSE FALSE FALSE FALSE
"10443" "t19401aep" FALSE FALSE FALSE FALSE
"10444" "t19402aep" FALSE FALSE FALSE FALSE
"10445" "t19403aep" FALSE FALSE FALSE FALSE
"10446" "t19404aep" FALSE FALSE FALSE FALSE
"10447" "t19405aep" FALSE FALSE FALSE FALSE
"10448" "t19406aep" FALSE FALSE FALSE FALSE
"10449" "t19407aep" FALSE FALSE FALSE FALSE
"10450" "t19408aep" FALSE FALSE FALSE FALSE
"10451" "t19409aep" FALSE FALSE FALSE FALSE
"10452" "t1940aep" FALSE FALSE FALSE FALSE
"10453" "t19410aep" FALSE FALSE FALSE FALSE
"10454" "t19411aep" FALSE FALSE FALSE FALSE
"10455" "t19412aep" FALSE FALSE FALSE FALSE
"10456" "t19413aep" FALSE FALSE FALSE FALSE
"10457" "t19414aep" FALSE FALSE FALSE FALSE
"10458" "t19415aep" FALSE FALSE FALSE FALSE
"10459" "t19416aep" FALSE FALSE FALSE FALSE
"10460" "t19417aep" FALSE FALSE FALSE FALSE
"10461" "t19418aep" FALSE FALSE FALSE FALSE
"10462" "t19419aep" FALSE FALSE FALSE FALSE
"10463" "t1941aep" FALSE FALSE FALSE FALSE
"10464" "t19420aep" FALSE FALSE FALSE FALSE
"10465" "t19421aep" FALSE FALSE FALSE FALSE
"10466" "t19422aep" FALSE FALSE FALSE FALSE
"10467" "t19423aep" FALSE FALSE FALSE FALSE
"10468" "t19424aep" FALSE FALSE FALSE FALSE
"10469" "t19425aep" FALSE FALSE FALSE FALSE
"10470" "t19426aep" FALSE FALSE FALSE FALSE
"10471" "t19427aep" FALSE FALSE FALSE FALSE
"10472" "t19428aep" FALSE FALSE FALSE FALSE
"10473" "t19429aep" FALSE FALSE FALSE FALSE
"10474" "t1942aep" FALSE FALSE FALSE FALSE
"10475" "t19430aep" FALSE FALSE FALSE FALSE
"10476" "t19431aep" FALSE FALSE FALSE FALSE
"10477" "t19432aep" FALSE FALSE FALSE FALSE
"10478" "t19433aep" FALSE FALSE FALSE FALSE
"10479" "t19434aep" FALSE FALSE FALSE FALSE
"10480" "t19435aep" FALSE FALSE FALSE FALSE
"10481" "t19436aep" FALSE FALSE FALSE FALSE
"10482" "t19437aep" FALSE FALSE FALSE FALSE
"10483" "t19438aep" FALSE FALSE FALSE FALSE
"10484" "t19439aep" FALSE FALSE FALSE FALSE
"10485" "t1943aep" FALSE FALSE FALSE FALSE
"10486" "t19440aep" FALSE FALSE FALSE FALSE
"10487" "t19441aep" FALSE FALSE FALSE FALSE
"10488" "t19442aep" FALSE FALSE FALSE FALSE
"10489" "t19443aep" FALSE FALSE FALSE FALSE
"10490" "t19444aep" FALSE FALSE FALSE FALSE
"10491" "t19445aep" FALSE FALSE FALSE FALSE
"10492" "t19446aep" FALSE FALSE FALSE FALSE
"10493" "t19447aep" FALSE FALSE FALSE FALSE
"10494" "t19448aep" FALSE FALSE FALSE FALSE
"10495" "t19449aep" FALSE FALSE FALSE FALSE
"10496" "t1944aep" FALSE FALSE FALSE FALSE
"10497" "t19450aep" FALSE FALSE FALSE FALSE
"10498" "t19451aep" FALSE FALSE FALSE FALSE
"10499" "t19452aep" FALSE FALSE FALSE FALSE
"10500" "t19453aep" FALSE FALSE FALSE FALSE
"10501" "t19454aep" FALSE FALSE FALSE FALSE
"10502" "t19455aep" FALSE FALSE FALSE FALSE
"10503" "t19456aep" FALSE FALSE FALSE FALSE
"10504" "t19457aep" FALSE FALSE FALSE FALSE
"10505" "t19458aep" FALSE FALSE FALSE FALSE
"10506" "t19459aep" FALSE FALSE FALSE FALSE
"10507" "t1945aep" FALSE FALSE FALSE FALSE
"10508" "t19460aep" FALSE FALSE FALSE FALSE
"10509" "t19461aep" FALSE FALSE FALSE FALSE
"10510" "t19462aep" FALSE FALSE FALSE FALSE
"10511" "t19463aep" FALSE FALSE FALSE FALSE
"10512" "t19464aep" FALSE FALSE FALSE FALSE
"10513" "t19465aep" FALSE FALSE FALSE FALSE
"10514" "t19466aep" FALSE FALSE FALSE FALSE
"10515" "t19467aep" FALSE FALSE FALSE FALSE
"10516" "t19468aep" FALSE FALSE FALSE FALSE
"10517" "t19469aep" FALSE FALSE FALSE FALSE
"10518" "t1946aep" FALSE FALSE FALSE FALSE
"10519" "t19470aep" FALSE FALSE FALSE FALSE
"10520" "t19471aep" FALSE FALSE FALSE FALSE
"10521" "t19472aep" FALSE FALSE FALSE FALSE
"10522" "t19473aep" FALSE FALSE FALSE FALSE
"10523" "t19474aep" FALSE FALSE FALSE FALSE
"10524" "t19475aep" FALSE FALSE FALSE FALSE
"10525" "t19476aep" FALSE FALSE FALSE FALSE
"10526" "t19477aep" FALSE FALSE FALSE FALSE
"10527" "t19478aep" FALSE FALSE FALSE FALSE
"10528" "t19479aep" FALSE FALSE FALSE FALSE
"10529" "t1947aep" FALSE FALSE FALSE FALSE
"10530" "t19480aep" FALSE FALSE FALSE FALSE
"10531" "t19481aep" FALSE FALSE FALSE FALSE
"10532" "t19482aep" FALSE FALSE FALSE FALSE
"10533" "t19483aep" FALSE FALSE FALSE FALSE
"10534" "t19484aep" FALSE FALSE FALSE FALSE
"10535" "t19485aep" FALSE FALSE FALSE FALSE
"10536" "t19486aep" FALSE FALSE FALSE FALSE
"10537" "t19487aep" FALSE FALSE FALSE FALSE
"10538" "t19488aep" FALSE FALSE FALSE FALSE
"10539" "t19489aep" FALSE FALSE FALSE FALSE
"10540" "t1948aep" FALSE FALSE FALSE FALSE
"10541" "t19490aep" FALSE FALSE FALSE FALSE
"10542" "t19491aep" FALSE FALSE FALSE FALSE
"10543" "t19492aep" FALSE FALSE FALSE FALSE
"10544" "t19493aep" FALSE FALSE FALSE FALSE
"10545" "t19494aep" FALSE FALSE FALSE FALSE
"10546" "t19495aep" FALSE FALSE FALSE FALSE
"10547" "t19496aep" FALSE FALSE FALSE FALSE
"10548" "t19497aep" FALSE FALSE FALSE FALSE
"10549" "t19498aep" FALSE FALSE FALSE FALSE
"10550" "t19499aep" FALSE FALSE FALSE FALSE
"10551" "t1949aep" FALSE FALSE FALSE FALSE
"10552" "t194aep" FALSE FALSE FALSE FALSE
"10553" "t19500aep" FALSE FALSE FALSE FALSE
"10554" "t19501aep" FALSE FALSE FALSE FALSE
"10555" "t19502aep" FALSE FALSE FALSE FALSE
"10556" "t19503aep" FALSE FALSE FALSE FALSE
"10557" "t19504aep" FALSE FALSE FALSE FALSE
"10558" "t19505aep" FALSE FALSE FALSE FALSE
"10559" "t19506aep" FALSE FALSE FALSE FALSE
"10560" "t19507aep" FALSE FALSE FALSE FALSE
"10561" "t19508aep" FALSE FALSE FALSE FALSE
"10562" "t19509aep" FALSE FALSE FALSE FALSE
"10563" "t1950aep" FALSE FALSE FALSE FALSE
"10564" "t19510aep" FALSE FALSE FALSE FALSE
"10565" "t19511aep" FALSE FALSE FALSE FALSE
"10566" "t19512aep" FALSE FALSE FALSE FALSE
"10567" "t19513aep" FALSE FALSE FALSE FALSE
"10568" "t19514aep" FALSE FALSE FALSE FALSE
"10569" "t19515aep" FALSE FALSE FALSE FALSE
"10570" "t19516aep" FALSE FALSE FALSE FALSE
"10571" "t19517aep" FALSE FALSE FALSE FALSE
"10572" "t19518aep" FALSE FALSE FALSE FALSE
"10573" "t19519aep" FALSE FALSE FALSE FALSE
"10574" "t1951aep" FALSE FALSE FALSE FALSE
"10575" "t19520aep" FALSE FALSE FALSE FALSE
"10576" "t19521aep" FALSE FALSE FALSE FALSE
"10577" "t19522aep" FALSE FALSE FALSE FALSE
"10578" "t19523aep" FALSE FALSE FALSE FALSE
"10579" "t19524aep" FALSE FALSE FALSE FALSE
"10580" "t19525aep" FALSE FALSE FALSE FALSE
"10581" "t19526aep" FALSE FALSE FALSE FALSE
"10582" "t19527aep" FALSE FALSE FALSE FALSE
"10583" "t19528aep" FALSE FALSE FALSE FALSE
"10584" "t19529aep" FALSE FALSE FALSE FALSE
"10585" "t1952aep" FALSE FALSE FALSE FALSE
"10586" "t19530aep" FALSE FALSE FALSE FALSE
"10587" "t19531aep" FALSE FALSE FALSE FALSE
"10588" "t19532aep" FALSE FALSE FALSE FALSE
"10589" "t19533aep" FALSE FALSE FALSE FALSE
"10590" "t19534aep" FALSE FALSE FALSE FALSE
"10591" "t19535aep" FALSE FALSE FALSE FALSE
"10592" "t19536aep" FALSE FALSE FALSE FALSE
"10593" "t19537aep" FALSE FALSE FALSE FALSE
"10594" "t19538aep" FALSE FALSE FALSE FALSE
"10595" "t19539aep" FALSE FALSE FALSE FALSE
"10596" "t1953aep" FALSE FALSE FALSE FALSE
"10597" "t19540aep" FALSE FALSE FALSE FALSE
"10598" "t19541aep" FALSE FALSE FALSE FALSE
"10599" "t19542aep" FALSE FALSE FALSE FALSE
"10600" "t19543aep" FALSE FALSE FALSE FALSE
"10601" "t19544aep" FALSE FALSE FALSE FALSE
"10602" "t19545aep" FALSE FALSE FALSE FALSE
"10603" "t19546aep" FALSE FALSE FALSE FALSE
"10604" "t19547aep" FALSE FALSE FALSE FALSE
"10605" "t19548aep" FALSE FALSE FALSE FALSE
"10606" "t19549aep" FALSE FALSE FALSE FALSE
"10607" "t1954aep" FALSE FALSE FALSE FALSE
"10608" "t19550aep" FALSE FALSE FALSE FALSE
"10609" "t19551aep" FALSE FALSE FALSE FALSE
"10610" "t19552aep" FALSE FALSE FALSE FALSE
"10611" "t19553aep" FALSE FALSE FALSE FALSE
"10612" "t19554aep" FALSE FALSE FALSE FALSE
"10613" "t19555aep" FALSE FALSE FALSE FALSE
"10614" "t19556aep" FALSE FALSE FALSE FALSE
"10615" "t19557aep" FALSE FALSE FALSE FALSE
"10616" "t19558aep" FALSE FALSE FALSE FALSE
"10617" "t19559aep" FALSE FALSE FALSE FALSE
"10618" "t1955aep" FALSE FALSE FALSE FALSE
"10619" "t19560aep" FALSE FALSE FALSE FALSE
"10620" "t19561aep" FALSE FALSE FALSE FALSE
"10621" "t19562aep" FALSE FALSE FALSE FALSE
"10622" "t19563aep" FALSE FALSE FALSE FALSE
"10623" "t19564aep" FALSE FALSE FALSE FALSE
"10624" "t19565aep" FALSE FALSE FALSE FALSE
"10625" "t19566aep" FALSE FALSE FALSE FALSE
"10626" "t19567aep" FALSE FALSE FALSE FALSE
"10627" "t19568aep" FALSE FALSE FALSE FALSE
"10628" "t19569aep" FALSE FALSE FALSE FALSE
"10629" "t1956aep" FALSE FALSE FALSE FALSE
"10630" "t19570aep" FALSE FALSE FALSE FALSE
"10631" "t19571aep" FALSE FALSE FALSE FALSE
"10632" "t19572aep" FALSE FALSE FALSE FALSE
"10633" "t19573aep" FALSE FALSE FALSE FALSE
"10634" "t19574aep" FALSE FALSE FALSE FALSE
"10635" "t19575aep" FALSE FALSE FALSE FALSE
"10636" "t19576aep" FALSE FALSE FALSE FALSE
"10637" "t19577aep" FALSE FALSE FALSE FALSE
"10638" "t19578aep" FALSE FALSE FALSE FALSE
"10639" "t19579aep" FALSE FALSE FALSE FALSE
"10640" "t1957aep" FALSE FALSE FALSE FALSE
"10641" "t19580aep" FALSE FALSE FALSE FALSE
"10642" "t19581aep" FALSE FALSE FALSE FALSE
"10643" "t19582aep" FALSE FALSE FALSE FALSE
"10644" "t19583aep" FALSE FALSE FALSE FALSE
"10645" "t19584aep" FALSE FALSE FALSE FALSE
"10646" "t19585aep" FALSE FALSE FALSE FALSE
"10647" "t19586aep" FALSE FALSE FALSE FALSE
"10648" "t19587aep" FALSE FALSE FALSE FALSE
"10649" "t19588aep" FALSE FALSE FALSE FALSE
"10650" "t19589aep" FALSE FALSE FALSE FALSE
"10651" "t1958aep" FALSE FALSE FALSE FALSE
"10652" "t19590aep" FALSE FALSE FALSE FALSE
"10653" "t19591aep" FALSE FALSE FALSE FALSE
"10654" "t19592aep" FALSE FALSE FALSE FALSE
"10655" "t19593aep" FALSE FALSE FALSE FALSE
"10656" "t19594aep" FALSE FALSE FALSE FALSE
"10657" "t19595aep" FALSE FALSE FALSE FALSE
"10658" "t19596aep" FALSE FALSE FALSE FALSE
"10659" "t19597aep" FALSE FALSE FALSE FALSE
"10660" "t19598aep" FALSE FALSE FALSE FALSE
"10661" "t19599aep" FALSE FALSE FALSE FALSE
"10662" "t1959aep" FALSE FALSE FALSE FALSE
"10663" "t195aep" FALSE FALSE FALSE FALSE
"10664" "t19600aep" FALSE FALSE FALSE FALSE
"10665" "t19601aep" FALSE FALSE FALSE FALSE
"10666" "t19602aep" FALSE FALSE FALSE FALSE
"10667" "t19603aep" FALSE FALSE FALSE FALSE
"10668" "t19604aep" FALSE FALSE FALSE FALSE
"10669" "t19605aep" FALSE FALSE FALSE FALSE
"10670" "t19606aep" FALSE FALSE FALSE FALSE
"10671" "t19607aep" FALSE FALSE FALSE FALSE
"10672" "t19608aep" FALSE FALSE FALSE FALSE
"10673" "t19609aep" FALSE FALSE FALSE FALSE
"10674" "t1960aep" FALSE FALSE FALSE FALSE
"10675" "t19610aep" FALSE FALSE FALSE FALSE
"10676" "t19611aep" FALSE FALSE FALSE FALSE
"10677" "t19612aep" FALSE FALSE FALSE FALSE
"10678" "t19613aep" FALSE FALSE FALSE FALSE
"10679" "t19614aep" FALSE FALSE FALSE FALSE
"10680" "t19615aep" FALSE FALSE FALSE FALSE
"10681" "t19616aep" FALSE FALSE FALSE FALSE
"10682" "t19617aep" FALSE FALSE FALSE FALSE
"10683" "t19618aep" FALSE FALSE FALSE FALSE
"10684" "t19619aep" FALSE FALSE FALSE FALSE
"10685" "t1961aep" FALSE FALSE FALSE FALSE
"10686" "t19620aep" FALSE FALSE FALSE FALSE
"10687" "t19621aep" FALSE FALSE FALSE FALSE
"10688" "t19622aep" FALSE FALSE FALSE FALSE
"10689" "t19623aep" FALSE FALSE FALSE FALSE
"10690" "t19624aep" FALSE FALSE FALSE FALSE
"10691" "t19625aep" FALSE FALSE FALSE FALSE
"10692" "t19626aep" FALSE FALSE FALSE FALSE
"10693" "t19627aep" FALSE FALSE FALSE FALSE
"10694" "t19628aep" TRUE FALSE FALSE FALSE
"10695" "t19629aep" FALSE FALSE FALSE FALSE
"10696" "t1962aep" FALSE FALSE FALSE FALSE
"10697" "t19630aep" FALSE FALSE FALSE FALSE
"10698" "t19631aep" FALSE FALSE FALSE FALSE
"10699" "t19632aep" FALSE FALSE FALSE FALSE
"10700" "t19633aep" FALSE FALSE FALSE FALSE
"10701" "t19634aep" FALSE FALSE FALSE FALSE
"10702" "t19635aep" FALSE FALSE FALSE FALSE
"10703" "t19636aep" FALSE FALSE FALSE FALSE
"10704" "t19637aep" FALSE FALSE FALSE FALSE
"10705" "t19638aep" FALSE FALSE FALSE FALSE
"10706" "t19639aep" FALSE FALSE FALSE FALSE
"10707" "t1963aep" FALSE FALSE FALSE FALSE
"10708" "t19640aep" FALSE FALSE FALSE FALSE
"10709" "t19641aep" FALSE FALSE FALSE FALSE
"10710" "t19642aep" FALSE FALSE FALSE FALSE
"10711" "t19643aep" FALSE FALSE FALSE FALSE
"10712" "t19644aep" FALSE FALSE FALSE FALSE
"10713" "t19645aep" FALSE FALSE FALSE FALSE
"10714" "t19646aep" FALSE FALSE FALSE FALSE
"10715" "t19647aep" FALSE FALSE FALSE FALSE
"10716" "t19648aep" FALSE FALSE FALSE FALSE
"10717" "t19649aep" FALSE FALSE FALSE FALSE
"10718" "t1964aep" FALSE FALSE FALSE FALSE
"10719" "t19650aep" FALSE FALSE FALSE FALSE
"10720" "t19651aep" FALSE FALSE FALSE FALSE
"10721" "t19652aep" FALSE FALSE FALSE FALSE
"10722" "t19653aep" FALSE FALSE FALSE FALSE
"10723" "t19654aep" FALSE FALSE FALSE FALSE
"10724" "t19655aep" FALSE FALSE FALSE FALSE
"10725" "t19656aep" FALSE FALSE FALSE FALSE
"10726" "t19657aep" FALSE FALSE FALSE FALSE
"10727" "t19658aep" FALSE FALSE FALSE FALSE
"10728" "t19659aep" FALSE FALSE FALSE FALSE
"10729" "t1965aep" FALSE FALSE FALSE FALSE
"10730" "t19660aep" FALSE FALSE FALSE FALSE
"10731" "t19661aep" FALSE FALSE FALSE FALSE
"10732" "t19662aep" FALSE FALSE FALSE FALSE
"10733" "t19663aep" FALSE FALSE FALSE FALSE
"10734" "t19664aep" FALSE FALSE FALSE FALSE
"10735" "t19665aep" FALSE FALSE FALSE FALSE
"10736" "t19666aep" FALSE FALSE FALSE FALSE
"10737" "t19667aep" FALSE FALSE FALSE FALSE
"10738" "t19668aep" FALSE FALSE FALSE FALSE
"10739" "t19669aep" FALSE FALSE FALSE FALSE
"10740" "t1966aep" FALSE FALSE FALSE FALSE
"10741" "t19670aep" FALSE FALSE FALSE FALSE
"10742" "t19671aep" FALSE FALSE FALSE FALSE
"10743" "t19672aep" FALSE FALSE FALSE FALSE
"10744" "t19673aep" FALSE FALSE FALSE FALSE
"10745" "t19674aep" FALSE FALSE FALSE FALSE
"10746" "t19675aep" FALSE FALSE FALSE FALSE
"10747" "t19676aep" FALSE FALSE FALSE FALSE
"10748" "t19677aep" FALSE FALSE FALSE FALSE
"10749" "t19678aep" FALSE FALSE FALSE FALSE
"10750" "t19679aep" FALSE FALSE FALSE FALSE
"10751" "t1967aep" FALSE FALSE FALSE FALSE
"10752" "t19680aep" FALSE FALSE FALSE FALSE
"10753" "t19681aep" FALSE FALSE FALSE FALSE
"10754" "t19682aep" FALSE FALSE FALSE FALSE
"10755" "t19683aep" FALSE FALSE FALSE FALSE
"10756" "t19684aep" FALSE FALSE FALSE FALSE
"10757" "t19685aep" FALSE FALSE FALSE FALSE
"10758" "t19686aep" FALSE FALSE FALSE FALSE
"10759" "t19687aep" FALSE FALSE FALSE FALSE
"10760" "t19688aep" FALSE FALSE FALSE FALSE
"10761" "t19689aep" FALSE FALSE FALSE FALSE
"10762" "t1968aep" FALSE FALSE FALSE FALSE
"10763" "t19690aep" FALSE FALSE FALSE FALSE
"10764" "t19691aep" FALSE FALSE FALSE FALSE
"10765" "t19692aep" FALSE FALSE FALSE FALSE
"10766" "t19693aep" FALSE FALSE FALSE FALSE
"10767" "t19694aep" FALSE FALSE FALSE FALSE
"10768" "t19695aep" FALSE FALSE FALSE FALSE
"10769" "t19696aep" FALSE FALSE FALSE FALSE
"10770" "t19697aep" FALSE FALSE FALSE FALSE
"10771" "t19698aep" FALSE FALSE FALSE FALSE
"10772" "t19699aep" FALSE FALSE FALSE FALSE
"10773" "t1969aep" FALSE FALSE FALSE FALSE
"10774" "t196aep" FALSE FALSE FALSE FALSE
"10775" "t19700aep" FALSE FALSE FALSE FALSE
"10776" "t19701aep" FALSE FALSE FALSE FALSE
"10777" "t19702aep" FALSE FALSE FALSE FALSE
"10778" "t19703aep" FALSE FALSE FALSE FALSE
"10779" "t19704aep" FALSE FALSE FALSE FALSE
"10780" "t19705aep" FALSE FALSE FALSE FALSE
"10781" "t19706aep" FALSE FALSE FALSE FALSE
"10782" "t19707aep" FALSE FALSE FALSE FALSE
"10783" "t19708aep" FALSE FALSE FALSE FALSE
"10784" "t19709aep" FALSE FALSE FALSE FALSE
"10785" "t1970aep" FALSE FALSE FALSE FALSE
"10786" "t19710aep" FALSE FALSE FALSE FALSE
"10787" "t19711aep" FALSE FALSE FALSE FALSE
"10788" "t19712aep" FALSE FALSE FALSE FALSE
"10789" "t19713aep" FALSE FALSE FALSE FALSE
"10790" "t19714aep" FALSE FALSE FALSE FALSE
"10791" "t19715aep" FALSE FALSE FALSE FALSE
"10792" "t19716aep" FALSE FALSE FALSE FALSE
"10793" "t19717aep" FALSE FALSE FALSE FALSE
"10794" "t19718aep" FALSE FALSE FALSE FALSE
"10795" "t19719aep" FALSE FALSE FALSE FALSE
"10796" "t1971aep" FALSE FALSE FALSE FALSE
"10797" "t19720aep" FALSE FALSE FALSE FALSE
"10798" "t19721aep" FALSE FALSE FALSE FALSE
"10799" "t19722aep" FALSE FALSE FALSE FALSE
"10800" "t19723aep" FALSE FALSE FALSE FALSE
"10801" "t19724aep" FALSE FALSE FALSE FALSE
"10802" "t19725aep" FALSE FALSE FALSE FALSE
