# Differential Gene Expression Count Matrix - Teefy et al. - PIWI-piRNA pathway-mediated Transposable Element Repression in Hydra Somatic Stem Cells
#----------------------------------------------------------------------------
# 
# abbreviations: 	ID = Transcript Identification
#					WT = Wild-type Hydra
#					KD = Somatic hywi Knockdown Hydra
#
# ID - transcript name, as assigned in Siebert et al., 2019
# WT1 - Counts from WT1 replicate
# WT2 - Counts from WT2 replicate
# WT3 - Counts from WT3 replicate
# KD1 - Counts from KD1 replicate
# KD2 - Counts from KD2 replicate
# KD3 - Counts from KD3 replicate
#
#----------------------------------------------------------------------------
#					
""	"ID"	"WT1"	"WT2"	"WT3"	"KD1"	"KD2"	"KD3"
"19264"	"t27336aep"	28	20	10	29	12	15
"19265"	"t27337aep"	0	0	0	0	0	0
"19266"	"t27338aep"	65.58	47	25	69	42.99	45.99
"19267"	"t27339aep"	141	151	168	142	188	168
"19268"	"t2733aep"	0	0	0	0	0	0
"19269"	"t27340aep"	0	0	0	0	0	0
"19270"	"t27341aep"	117	135	127	122	106.78	133.98
"19271"	"t27342aep"	18.5	38.68	36.57	44.8	34	27
"19272"	"t27343aep"	25.07	22.68	14.84	42.69	16.07	10.11
"19273"	"t27344aep"	1213.01	1246	1147	1472.3	1234	1340.53
"19274"	"t27345aep"	353.87	742	574.96	506	616	568.15
"19275"	"t27346aep"	6180.04	9729.42	7077.35	10267.5	9892.24	12555.88
"19276"	"t27347aep"	1588	1555.92	1390	2228.98	1793.88	1926.16
"19277"	"t27348aep"	96	143	122.04	140	143	145
"19278"	"t27349aep"	0	0	0	0	0	0
"19279"	"t2734aep"	2	2	2	5	3	8
"19280"	"t27350aep"	7	9.07	4	4.97	3	6
"19281"	"t27351aep"	0	0	0	0	0	0
"19282"	"t27352aep"	5	5	2	9.2	1	3.8
"19283"	"t27353aep"	37.04	18.05	6.98	49.44	23.4	24.54
"19284"	"t27354aep"	4	1	2	4	1	4
"19285"	"t27355aep"	48	54	56	53	66	56
"19286"	"t27356aep"	19.12	20.57	29.16	35.68	52.55	43.64
"19287"	"t27357aep"	256	346	272	299	259	289
"19288"	"t27358aep"	4	0	2	0	2.12	4.02
"19289"	"t27359aep"	1	1	3	4	8	1
"19290"	"t2735aep"	1280.68	1400	1229	1699.24	1394.99	1457.28
"19291"	"t27360aep"	5	10	0	7	3	1
"19292"	"t27361aep"	4	0	1	2	2	0
"19293"	"t27362aep"	1.94	1	2.98	2.97	3	4.55
"19294"	"t27363aep"	2	6	5	4.97	12	11
"19295"	"t27364aep"	14	10	12	25	13	9
"19296"	"t27365aep"	0	1	1	0	0	2
"19297"	"t27366aep"	1	0	0	1	4	2
"19298"	"t27367aep"	0	0	0	0	0	0
"19299"	"t27368aep"	0	0	0	0	0	0
"19300"	"t27369aep"	4	5	3	2	0	5
"19301"	"t2736aep"	0	0	0	0	0	0
"19302"	"t27370aep"	3.01	12	4	9	5.03	2.93
"19303"	"t27371aep"	0	5	0	0	5	1
"19304"	"t27372aep"	0	0	0	0	0	0
"19305"	"t27373aep"	485	551.73	428	737	586	645
"19306"	"t27374aep"	28.3	18.35	18	41.27	28.95	34.55
"19307"	"t27375aep"	50	55	52	57	53	61
"19308"	"t27376aep"	1	1	1.96	4.9	1.25	4.18
"19309"	"t27377aep"	8	1	1	2	3	4
"19310"	"t27378aep"	5	14	9	5	7	4
"19311"	"t27379aep"	0	0	0	0	0	0
"19312"	"t2737aep"	723	535	452	960	623	804
"19313"	"t27380aep"	3	4	1	1	4	3
"19314"	"t27381aep"	0	6	5	6	3	2
"19315"	"t27382aep"	0	0	0	0	0	0
"19316"	"t27383aep"	21.49	19.49	12.21	13.36	15.52	17.59
"19317"	"t27384aep"	0	0	0	0	0	0
"19318"	"t27385aep"	5	2	4	7	4	6
"19319"	"t27386aep"	0	2	1	5	1	2
"19320"	"t27387aep"	7	6	6	10.98	6.33	7
"19321"	"t27388aep"	193	186.29	129	292	204	235.01
"19322"	"t27389aep"	0	0	0	0	0	0
"19323"	"t2738aep"	1952.99	2651.56	2631.9	2414	2540.43	2562.83
"19324"	"t27390aep"	131	87	91	116	83	101
"19325"	"t27391aep"	131.05	319.59	450.83	79.94	359.16	223.06
"19326"	"t27392aep"	9	3	6	6	14	8
"19327"	"t27393aep"	1	2.74	4	5.79	2.53	5
"19328"	"t27394aep"	0	0	0	0	0	0
"19329"	"t27395aep"	0	0	0	0	0	0
"19330"	"t27396aep"	187	128	137	263	152	147.98
"19331"	"t27397aep"	17.46	28	12.7	18	18.28	0
"19332"	"t27398aep"	423	580	674	446	587.1	590
"19333"	"t27399aep"	4.99	5.98	4.22	6.99	1.02	4.98
"19334"	"t2739aep"	0	0	0	0	0	0
"19335"	"t273aep"	110.52	104.71	82.45	233.24	146.5	121.23
"19336"	"t27400aep"	1.03	4.16	3.11	8.23	1.06	4.13
"19337"	"t27401aep"	106.36	82.05	87.04	241.32	89	124.14
"19338"	"t27402aep"	42	38	23	50	35	58
"19339"	"t27403aep"	105	105	82	91	107	141
"19340"	"t27404aep"	200	207	218	289	224	231
"19341"	"t27405aep"	2	3	2	6	4	7
"19342"	"t27406aep"	0	0	0	0	0	0
"19343"	"t27407aep"	175	197	230	247	217.15	249
"19344"	"t27408aep"	2.01	1.85	1	4.56	4.45	2.26
"19345"	"t27409aep"	620	866.97	773	777.08	788.27	811.59
"19346"	"t2740aep"	32	43	47	32	35	26
"19347"	"t27410aep"	0	0	0	0	0	0
"19348"	"t27411aep"	9	9	7	6	6	8
"19349"	"t27412aep"	70	89	75	97	80	76.77
"19350"	"t27413aep"	7	16	12	10.42	16	16.97
"19351"	"t27414aep"	0	0	0	0	0	0
"19352"	"t27415aep"	31	24	20	30	31	31
"19353"	"t27416aep"	75	54.53	40	119.5	46.08	62.16
"19354"	"t27417aep"	45	41	26	85	26	51
"19355"	"t27418aep"	20.42	15.97	18.8	78.7	32.68	12.45
"19356"	"t27419aep"	31	43	21	34	34	25.03
"19357"	"t2741aep"	479.92	800.98	566.05	420	665.95	603.99
"19358"	"t27420aep"	1	1	0	0	0	0
"19359"	"t27421aep"	0	0	0	0	0	0
"19360"	"t27422aep"	0	0	1	0	0	1
"19361"	"t27423aep"	4	3	1	2	3	1
"19362"	"t27424aep"	73	182	132	111	143	91
"19363"	"t27425aep"	26	31	12	33	21	29
"19364"	"t27426aep"	0	0	0	0	0	0
"19365"	"t27427aep"	6.96	14.49	11.9	12.51	17	10.4
"19366"	"t27428aep"	0	0	0	0	0	0
"19367"	"t27429aep"	0	0	0	0	0	0
"19368"	"t2742aep"	1778.99	2264.36	2000.03	2142.16	2202.33	2088.47
"19369"	"t27430aep"	451.23	518.28	408.5	650.62	481.64	468.45
"19370"	"t27431aep"	0	0	0	0	0	0
"19371"	"t27432aep"	8	5	3	6	9	9
"19372"	"t27433aep"	3	4	2	2	1	4
"19373"	"t27434aep"	4	3	1	7	5	6.07
"19374"	"t27435aep"	217	56	52	315	82	66
"19375"	"t27436aep"	70.01	82	62.85	73	73	87
"19376"	"t27437aep"	1	0	0	0	0	0
"19377"	"t27438aep"	0	0	0	0	0	0
"19378"	"t27439aep"	2	5	2	5	2	5
"19379"	"t2743aep"	8	9.92	4	9	8	7.02
"19380"	"t27440aep"	12.88	16.98	30.06	6.99	14.62	8.17
"19381"	"t27441aep"	0	0	0	0	0	0
"19382"	"t27442aep"	0	0	0	0	0	0
"19383"	"t27443aep"	8	5.96	3.99	25.98	11	14.04
"19384"	"t27444aep"	0	0	0	0	0	0
"19385"	"t27445aep"	6	2	4	4	7	2
"19386"	"t27446aep"	0	0	0	0	0	0
"19387"	"t27447aep"	0	0	0	0	0	0
"19388"	"t27448aep"	58	88	67	81.99	105	65
"19389"	"t27449aep"	10	1	1	15	3	2
"19390"	"t2744aep"	0	0	0	0	0	0
"19391"	"t27450aep"	0	0	0	0	0	0
"19392"	"t27451aep"	8.57	3.47	3	8.18	6.69	11.19
"19393"	"t27452aep"	0	0	0	0	0	0
"19394"	"t27453aep"	0	0	0	0	0	0
"19395"	"t27454aep"	0	0	0	0	0	0
"19396"	"t27455aep"	0	0	0	0	0	0
"19397"	"t27456aep"	0	0	0	0	0	0
"19398"	"t27457aep"	0	0	0	0	0	0
"19399"	"t27458aep"	0	0	0	0	0	0
"19400"	"t27459aep"	1797.72	2084.1	1438.22	2483.35	2059.34	2168.91
"19401"	"t2745aep"	627.18	893.08	752.47	759.96	727.09	922.52
"19402"	"t27460aep"	12740.06	14730.32	11621.52	15624.4	14765.98	14071.03
"19403"	"t27461aep"	0	0	0	0	0	0
"19404"	"t27462aep"	4.01	6	4	3	3	4.01
"19405"	"t27463aep"	0	0	0	0	0	0
"19406"	"t27464aep"	24	21	9	26	10	9
"19407"	"t27465aep"	0	0	0	0	0	0
"19408"	"t27466aep"	0	0	0	0	0	0
"19409"	"t27467aep"	0	0	0	0	0	0
"19410"	"t27468aep"	0	0	0	0	0	0
"19411"	"t27469aep"	17	9	6.35	23.46	9	12
"19412"	"t2746aep"	620	788	664	911.98	826.98	680.68
"19413"	"t27470aep"	169.57	162	209	205	182	219.67
"19414"	"t27471aep"	0	0	1.52	1.1	4	2.27
"19415"	"t27472aep"	1268.02	1770.98	1726	1584	1789.05	1762.72
"19416"	"t27473aep"	0	0	0	0	0	0
"19417"	"t27474aep"	1557.76	1847.13	1804.43	1941.63	2021	1956
"19418"	"t27475aep"	0	0	0	0	0	0
"19419"	"t27476aep"	56	55	73.99	70	76	65
"19420"	"t27477aep"	0	0	0	0	0	0
"19421"	"t27478aep"	4.38	9.69	5.39	10.4	6.55	5.43
"19422"	"t27479aep"	0	0	0	0	0	0
"19423"	"t2747aep"	3	1	2	5	2	6
"19424"	"t27480aep"	43	43	28	48	42	30
"19425"	"t27481aep"	1	3	1	1	3	3
"19426"	"t27482aep"	2	2	2	2	4	3
"19427"	"t27483aep"	0	1	2	6	1.98	1
"19428"	"t27484aep"	0	0	0	0	0	0
"19429"	"t27485aep"	0	0	0	0	0	0
"19430"	"t27486aep"	0	0	0	0	0	0
"19431"	"t27487aep"	6	5	13	12	8	11
"19432"	"t27488aep"	306.21	322.39	249.13	395.13	261.71	323.04
"19433"	"t27489aep"	0	1	1	2	1	3
"19434"	"t2748aep"	492.01	717	622.04	573.01	599.98	626.91
"19435"	"t27490aep"	2	2	1	4.01	1	3
"19436"	"t27491aep"	0	0	1.99	0	0	0
"19437"	"t27492aep"	2	4	1	2.03	0	4.12
"19438"	"t27493aep"	27.87	35.39	40	61.44	46.9	74.44
"19439"	"t27494aep"	0	0	0	0	0	0
"19440"	"t27495aep"	1	2	3	11	0	1
"19441"	"t27496aep"	0	0	0	0	0	0
"19442"	"t27497aep"	55	74	54	64.99	74	87.99
"19443"	"t27498aep"	0	0	0	0	0	0
"19444"	"t27499aep"	88	90	73	107	90	74
"19445"	"t2749aep"	102	111	79	121.03	117	89
"19446"	"t274aep"	120.87	153	132	176	142	156.99
"19447"	"t27500aep"	149	302	361.01	276.01	321	338
"19448"	"t27501aep"	4	3	3	5	3	1
"19449"	"t27502aep"	0	0	0	0	0	0
"19450"	"t27503aep"	1	4	1	6	5	4
"19451"	"t27504aep"	7	6	3	8	10	11
"19452"	"t27505aep"	9	8	5	10.98	4	8
"19453"	"t27506aep"	0	0	0	0	0	0
"19454"	"t27507aep"	5	8	3	3	4	1
"19455"	"t27508aep"	0	3.06	2.31	3.16	0	0
"19456"	"t27509aep"	0	3	2	5	8	8
"19457"	"t2750aep"	0	0	0	0	0	0
"19458"	"t27510aep"	46	48.09	47.25	89.01	52.98	61.93
"19459"	"t27511aep"	0	0	0	0	0	0
"19460"	"t27512aep"	39.57	23.21	37.56	33.2	42.55	27.34
"19461"	"t27513aep"	34	15	10	59	20	27
"19462"	"t27514aep"	50	42	55	94	68	65
"19463"	"t27515aep"	3.06	4.99	6.03	0	1.83	1
"19464"	"t27516aep"	953.24	1592.56	1351.38	1524.93	1429.5	1397.15
"19465"	"t27517aep"	6.66	19	25.13	17.92	11.7	21.97
"19466"	"t27518aep"	61	88.56	63.97	106	90.28	93
"19467"	"t27519aep"	5	4	0	4	0	3
"19468"	"t2751aep"	869	1193	1297.99	1121	1096	1291.54
"19469"	"t27520aep"	14.15	21.82	20.68	35.58	20.89	36.26
"19470"	"t27521aep"	15	6.78	8	13.77	5.59	6.45
"19471"	"t27522aep"	3	7.01	4	7	7.86	7
"19472"	"t27523aep"	114	175	142.75	128	142	153
"19473"	"t27524aep"	566.68	703.54	597	739	703	683
"19474"	"t27525aep"	2715.73	1615.22	1566.95	4080.33	1591.52	2483.43
"19475"	"t27526aep"	23.51	12.71	4.92	25.71	13.32	15.58
"19476"	"t27527aep"	10	12	7	5	9	20
"19477"	"t27528aep"	8.84	18.92	19	29.59	13.34	12.81
"19478"	"t27529aep"	201.83	185.21	216.2	261.19	271	220.35
"19479"	"t2752aep"	294	351	233	334.31	321	260
"19480"	"t27530aep"	107	88	145	222	213	168
"19481"	"t27531aep"	6	5	6	11.75	5	12.92
"19482"	"t27532aep"	8	14	17	11.43	20	27
"19483"	"t27533aep"	909	877.78	800	1202.86	977	854.01
"19484"	"t27534aep"	0	0	0	0	0	0
"19485"	"t27535aep"	154	233	230	211	215	203
"19486"	"t27536aep"	2367.02	1838	1553	3450.55	1925.11	2705.05
"19487"	"t27537aep"	222.83	230.01	219	232.7	216.69	262.85
"19488"	"t27538aep"	321	427.02	313	726	891.05	386
"19489"	"t27539aep"	7972.51	8285.22	7550.72	12246.72	7808.7	11917.07
"19490"	"t2753aep"	4212.36	6001.62	5648.18	4423.21	5245.12	5614.11
"19491"	"t27540aep"	20.01	11.03	10.01	60.18	23.91	22.01
"19492"	"t27541aep"	19.32	11.61	8.13	20.87	15.3	7.74
"19493"	"t27542aep"	369	391	369.99	418	367	429
"19494"	"t27543aep"	1324.02	1388.27	1027	1781	1426	1559.45
"19495"	"t27544aep"	0	0	0	0	0	0
"19496"	"t27545aep"	671.78	986.92	693	1075.99	996.13	1223.99
"19497"	"t27546aep"	365	381	273	443	402	389
"19498"	"t27547aep"	279	226.19	180	541.96	243	307.99
"19499"	"t27548aep"	566.98	770	601.09	676.94	701	798.99
"19500"	"t27549aep"	112.89	151.11	95.18	166.95	146	152.92
"19501"	"t2754aep"	4	0	0	7	3	0
"19502"	"t27550aep"	33	46	47	45.98	51	68.65
"19503"	"t27551aep"	0	2.01	3.03	6.04	3.01	4.03
"19504"	"t27552aep"	2940.17	3835	3331	3456.81	3546	3455.07
"19505"	"t27553aep"	11	15.23	5	15	15	14
"19506"	"t27554aep"	1235.87	1357	909	1556.67	1337	1606.44
"19507"	"t27555aep"	467	595.98	574	608	602.41	664.13
"19508"	"t27556aep"	627	774	645.01	913.65	641.99	771.58
"19509"	"t27557aep"	387.66	612.25	563.87	617.98	952.98	568.76
"19510"	"t27558aep"	0	0	0	0	0	0
"19511"	"t27559aep"	10	24.86	13	15	14	10
"19512"	"t2755aep"	428	608.9	627	455	578	612
"19513"	"t27560aep"	622.84	856	768.55	741.51	767.38	974.93
"19514"	"t27561aep"	6	12	5	9	10	24
"19515"	"t27562aep"	1	0	0	0	0	0
"19516"	"t27563aep"	1	1	0	1	0	0
"19517"	"t27564aep"	0	0	0	5	1	2
"19518"	"t27565aep"	0	0	0	0	0	0
"19519"	"t27566aep"	67	156.95	113.9	81	185	232.14
"19520"	"t27567aep"	168	192	173	187	139	144
"19521"	"t27568aep"	13	12	7	15	10	9
"19522"	"t27569aep"	8	16.99	12	13	17	9
"19523"	"t2756aep"	711.91	977.82	759.05	837.52	833.17	878.74
"19524"	"t27570aep"	0	2	2	1	2	2.98
"19525"	"t27571aep"	261.09	392.98	365	309	323	311
"19526"	"t27572aep"	1129	1626	1504.13	1451.05	1544.19	1425.01
"19527"	"t27573aep"	119	160.53	135	172	162	129
"19528"	"t27574aep"	115	154	116	120	150	118
"19529"	"t27575aep"	6717.72	7762.48	7417.99	8132.04	7743.48	8533.11
"19530"	"t27576aep"	444.98	666	551	530.07	576.99	598.48
"19531"	"t27577aep"	0	0	0	0	0	0
"19532"	"t27578aep"	0	0	0	0	0	0
"19533"	"t27579aep"	64	91	87	97	108.96	97
"19534"	"t2757aep"	34	59	28	60	35	44
"19535"	"t27580aep"	1376.39	1656.39	1485.07	1743.86	1544.01	1649.01
"19536"	"t27581aep"	1898	1556.99	1223.69	2183.9	1541.02	2058.99
"19537"	"t27582aep"	308	370.92	269.23	349.03	350.6	382
"19538"	"t27583aep"	243	290	300	305	271	304
"19539"	"t27584aep"	143.98	114.29	100	276.49	189.96	133.13
"19540"	"t27585aep"	64	48	57	95	69	48
"19541"	"t27586aep"	841	1302.91	823	1039.29	1032	1129
"19542"	"t27587aep"	478	622.15	654.2	565	631	643.98
"19543"	"t27588aep"	0	0	0	0	0	0
"19544"	"t27589aep"	520	170	115	917	322	196
"19545"	"t2758aep"	277	240	252	362	304	253
"19546"	"t27590aep"	14.96	17.89	16.99	23.75	20.1	23.95
"19547"	"t27591aep"	78.02	64	79	102	68	86.3
"19548"	"t27592aep"	1718	2726.22	2955.82	1873.97	2460.98	2743
"19549"	"t27593aep"	109	109.45	114.55	83.4	66.37	101.52
"19550"	"t27594aep"	24.08	5.48	0	0	10.07	18.56
"19551"	"t27595aep"	27.86	23	25	29.9	30	15.39
"19552"	"t27596aep"	0	0	0	0	0	0
"19553"	"t27597aep"	2641.91	3916.54	4575.94	2363.99	3354	3537.27
"19554"	"t27598aep"	3	1.01	1	4	2	4
"19555"	"t27599aep"	0	0	0	0	0	0
"19556"	"t2759aep"	998	1046	1118	1118.24	1067.09	1086
"19557"	"t275aep"	6	14	7	12	8	19
"19558"	"t27600aep"	1	1	0	3	2	1
"19559"	"t27601aep"	7	5	2	2	1	0
"19560"	"t27602aep"	8	2.02	1.01	5	8.26	4
"19561"	"t27603aep"	55.81	39.45	41.52	59.75	60.31	56.96
"19562"	"t27604aep"	5	7	5.52	4.54	4.88	16.03
"19563"	"t27605aep"	0	0	0	0	0	0
"19564"	"t27606aep"	1.07	1.02	3	3.13	3.19	2
"19565"	"t27607aep"	3	2	2	2	2	1
"19566"	"t27608aep"	3	3	5	1	4	9
"19567"	"t27609aep"	2	0	0	2	2	0
"19568"	"t2760aep"	1	0	0	2	0.86	1
"19569"	"t27610aep"	1.2	1.62	2.8	5.08	1	5
"19570"	"t27611aep"	7.24	6.56	7.41	12.66	11.86	11.7
"19571"	"t27612aep"	2	0	2	3	2	1
"19572"	"t27613aep"	2	0	0	2	0	1
"19573"	"t27614aep"	0	1	0	1	1	0
"19574"	"t27615aep"	8	11	4	7	5	2
"19575"	"t27616aep"	44	38	46	40	55	34
"19576"	"t27617aep"	0	0	0	0	0	0
"19577"	"t27618aep"	0	0	0	0	0	0
"19578"	"t27619aep"	3	1	1	3	6	1
"19579"	"t2761aep"	248.01	323.84	389.72	283.42	306	324.13
"19580"	"t27620aep"	20	21.2	11.63	48	27	35
"19581"	"t27621aep"	3	3	4	31.81	11.67	5.25
"19582"	"t27622aep"	0	0	0	0	0	0
"19583"	"t27623aep"	0	0	0	0	0	0
"19584"	"t27624aep"	496.07	996	668	701	786	784
"19585"	"t27625aep"	8	6	3	9	7	6
"19586"	"t27626aep"	68	118.39	87.98	56	82	100
"19587"	"t27627aep"	252	243	294	290	250	292
"19588"	"t27628aep"	845.69	663	691.98	1354.06	843.4	667.33
"19589"	"t27629aep"	107	81	80	159	97	130
"19590"	"t2762aep"	7	4	10	2	1	5
"19591"	"t27630aep"	223	363	286.99	256	350.59	196
"19592"	"t27631aep"	6	10	8	9	13	6
"19593"	"t27632aep"	2	2	2	2	4	3
"19594"	"t27633aep"	81	60	64	117	62	83
"19595"	"t27634aep"	66	64	44	63	53	76
"19596"	"t27635aep"	0	0	0	0	0	0
"19597"	"t27636aep"	0	0	0	0	0	0
"19598"	"t27637aep"	483.14	610	558	581	493	546
"19599"	"t27638aep"	0	0	0	0	0	0
"19600"	"t27639aep"	22.17	3.37	9.47	16.96	1.14	6.97
"19601"	"t2763aep"	432	256	247	572.49	251	419
"19602"	"t27640aep"	177.99	181	164	179	169	191
"19603"	"t27641aep"	43.02	19	29	64	66	15
"19604"	"t27642aep"	5.79	3.57	6.89	1.97	6.89	16.86
"19605"	"t27643aep"	3	6	4.07	6	9	3
"19606"	"t27644aep"	3	5	1	3.97	5	3
"19607"	"t27645aep"	4	3	5.3	6	8	6
"19608"	"t27646aep"	2	2	0	0	1	2
"19609"	"t27647aep"	0	0	0	0	0	0
"19610"	"t27648aep"	0	0	0	0	0	0
"19611"	"t27649aep"	146	149	94	203	143.86	129
"19612"	"t2764aep"	0	0	3.74	0	4.75	4.06
"19613"	"t27650aep"	0	0	0	0	0	0
"19614"	"t27651aep"	3	0	0	2	1.69	0
"19615"	"t27652aep"	25	34	41	16	35	16
"19616"	"t27653aep"	155	218	177.06	208	215.14	221.99
"19617"	"t27654aep"	242	364	294.04	401	380.88	351
"19618"	"t27655aep"	80	73	78	111	95	107.06
"19619"	"t27656aep"	0	0	0	0	0	0
"19620"	"t27657aep"	30	48	52	36	35	32
"19621"	"t27658aep"	0	0	0	0	0	0
"19622"	"t27659aep"	76.98	103.83	58.02	119.96	112.03	86.01
"19623"	"t2765aep"	24	31	33.26	35	37.25	36
"19624"	"t27660aep"	15.97	22.5	11.12	15.14	10.96	11.1
"19625"	"t27661aep"	2385.98	2757.04	3301.05	3660.93	3314.33	2964.92
"19626"	"t27662aep"	351.06	427	439.75	444	445.94	407.01
"19627"	"t27663aep"	756	970	709	1005.87	870.99	945
"19628"	"t27664aep"	315	401	274	439.13	381.12	425.02
"19629"	"t27665aep"	65	65	66.88	102.71	61.93	112.97
"19630"	"t27666aep"	652	754	606.96	863	765	842
"19631"	"t27667aep"	3	13	3	7	8.01	13
"19632"	"t27668aep"	5.02	31.71	22.74	27.98	30.73	19.78
"19633"	"t27669aep"	220	200	167	273.85	187	188
"19634"	"t2766aep"	1236.9	1530.74	1469	1654.79	1611.2	1677.65
"19635"	"t27670aep"	18063.2	17472.79	14722.82	21435.97	17546.93	21698.99
"19636"	"t27671aep"	0	0	0	0	0	0
"19637"	"t27672aep"	0	0	0	0	0	0
"19638"	"t27673aep"	352	367.99	381	451.98	343.2	458.01
"19639"	"t27674aep"	77	101	107	112	110	134
"19640"	"t27675aep"	409.85	438.01	329.22	493.28	479.93	513
"19641"	"t27676aep"	900.86	768	644	1234.52	749.08	1022.99
"19642"	"t27677aep"	0	0	0	0	0	0
"19643"	"t27678aep"	2180.15	3043	2671.91	2800.02	2944.3	3019.01
"19644"	"t27679aep"	675.69	883.98	753.39	909	803.75	855
"19645"	"t2767aep"	490	426	416	697.83	469.01	501
"19646"	"t27680aep"	680.77	691.27	801.01	712	776	887.02
"19647"	"t27681aep"	67	56	43	109	65	74
"19648"	"t27682aep"	138	128	78	199.56	111	159
"19649"	"t27683aep"	34.94	33.66	30.65	35.05	16.77	30.9
"19650"	"t27684aep"	143	138.15	168	166	156	185.97
"19651"	"t27685aep"	525.87	881	619	750.97	832	795
"19652"	"t27686aep"	44.23	34	30	47.99	22	34
"19653"	"t27687aep"	0	0	0	0	0	0
"19654"	"t27688aep"	38.95	74.01	62.47	37.93	53.96	65.98
"19655"	"t27689aep"	99	84	99	106	71	120
"19656"	"t2768aep"	0	0	0	0	0	0
"19657"	"t27690aep"	180	105	101	131	94	108.63
"19658"	"t27691aep"	142	82	80	158	86	85
"19659"	"t27692aep"	25.23	38	35.71	31	46	29
"19660"	"t27693aep"	7.26	11.09	4.49	12.97	4.03	9.41
"19661"	"t27694aep"	476	566	490	525	551	555
"19662"	"t27695aep"	537	691.99	539	706	632	657.95
"19663"	"t27696aep"	304	406	335	398	397	327.98
"19664"	"t27697aep"	0	0	0	0	0	0
"19665"	"t27698aep"	664.99	594	477	1015	659	648
"19666"	"t27699aep"	0	0	0	0	0	0
"19667"	"t2769aep"	409	487	434	516.61	461	493
"19668"	"t276aep"	37	101.85	78	91	64	71.31
"19669"	"t27700aep"	0	0	0	0	0	0
"19670"	"t27701aep"	25	49	40	26	36	41
"19671"	"t27702aep"	26635.03	26603.58	25584.08	35683.19	28135.65	26438.74
"19672"	"t27703aep"	146	100	138	138	102	135
"19673"	"t27704aep"	135.05	149.13	129	205	180.66	194
"19674"	"t27705aep"	4	6	2	4	2	2
"19675"	"t27706aep"	0	0	0	0	0	0
"19676"	"t27707aep"	0	0	0	0	0	0
"19677"	"t27708aep"	19.37	26.7	25.39	28.29	26.35	21.87
"19678"	"t27709aep"	21	25	17	29	28	18
"19679"	"t2770aep"	866	1036.97	1022.09	1221	1046	1107.99
"19680"	"t27710aep"	0	0	0	0	0	0
"19681"	"t27711aep"	0	2.62	1	3.44	2.11	0
"19682"	"t27712aep"	0	0	0	0	0	0
"19683"	"t27713aep"	10	19	13	28	19	27
"19684"	"t27714aep"	0	0	0	0	0	0
"19685"	"t27715aep"	5989.95	6671.99	6757.1	7680.9	7479.68	6038
"19686"	"t27716aep"	11.98	20	9.01	19.7	15.27	16.41
"19687"	"t27717aep"	4.01	4.61	0	3.39	3.28	3.58
"19688"	"t27718aep"	0	0	0	0	0	0
"19689"	"t27719aep"	3	1.69	4	2.98	3	2.62
"19690"	"t2771aep"	0	0	0	0	0	0
"19691"	"t27720aep"	6.96	4.03	4.81	9.38	12	4.98
"19692"	"t27721aep"	8.81	10.39	7.57	4.8	3.3	5.52
"19693"	"t27722aep"	46.99	72	41	69	69	70
"19694"	"t27723aep"	0	0	0	0	0	0
"19695"	"t27724aep"	11	9.99	8.97	16.98	19	11.89
"19696"	"t27725aep"	0	0	0	0	0	0
"19697"	"t27726aep"	1	1	1	2	1	0
"19698"	"t27727aep"	0.42	0	0	0.83	0	1
"19699"	"t27728aep"	14.04	7.02	7.1	33.11	8.04	12.04
"19700"	"t27729aep"	1	2	0	0	0	3
"19701"	"t2772aep"	21	30	33	30	37	53
"19702"	"t27730aep"	937	930	727.07	1249	919.01	950.06
"19703"	"t27731aep"	297	293	315	454	363.96	418.04
"19704"	"t27732aep"	0	0	0	0	0	0
"19705"	"t27733aep"	0	0	0	0	0	0
"19706"	"t27734aep"	2	3	1	4	2.01	6
"19707"	"t27735aep"	0	3.74	2	2.66	2.78	5.71
"19708"	"t27736aep"	79	81.87	86	88.9	96	98
"19709"	"t27737aep"	8	7	12.07	16	9	14.92
"19710"	"t27738aep"	1546.9	1793.9	1748.67	1642.08	1638.1	1777.52
"19711"	"t27739aep"	747	1196.93	691	1037.01	1030	994.67
"19712"	"t2773aep"	1	0	0	1	0	0
"19713"	"t27740aep"	499.37	567.88	472	696.03	511.78	519.32
"19714"	"t27741aep"	1004.06	1102.75	1206	1096	966	1213.99
"19715"	"t27742aep"	3361.84	4923.72	5504.37	3952.21	4776.01	4396.24
"19716"	"t27743aep"	0	1	1	4	1	4
"19717"	"t27744aep"	0	0	0	0	0	0
"19718"	"t27745aep"	0	0	0	0	0	0
"19719"	"t27746aep"	150	27	18.06	175	24	12
"19720"	"t27747aep"	0	1	3	1	0	2
"19721"	"t27748aep"	0	0.47	0	0	0	0
"19722"	"t27749aep"	0	0	0	0	0	0
"19723"	"t2774aep"	0	0	0	0	0	0
"19724"	"t27750aep"	12.71	19.74	12.36	20.99	24.87	11.8
"19725"	"t27751aep"	122	162	98	155	144	113
"19726"	"t27752aep"	407	291	295	502	338.98	331.01
"19727"	"t27753aep"	1	0	0	0	1	2
"19728"	"t27754aep"	1	2	2	6	2	4
"19729"	"t27755aep"	0	0	0	0	0	0
"19730"	"t27756aep"	4	5	0	6	3	7
"19731"	"t27757aep"	0	0	0	0	0	0
"19732"	"t27758aep"	0	4	1	2	0	0
"19733"	"t27759aep"	1	3	3	1	5	2
"19734"	"t2775aep"	2	3	0	3	7	2
